str-exon	gene_name	sample_n	GT_n	p_values	slope	error	shuffled_p	shuffled_slope	shuffled_error	BF_p	FDR_p	rej	Tissue	Sample_tshld	CHROM_START	causal_STR	exon_STR	hg19_START
chr3_58389659-ENSG00000168297.15_6	PXK	395	8	0.3050762507104659	-0.0484398676114309	0.0471645412596123	0.2711736396600166	0.0609034743242649	0.0552653594810631	0.3050762507104659	1.0	False	Artery_Tibial	200	chr3_58389659	True	False	chr3_58375386
chr3_58389659-ENSG00000168297.15_5	PXK	399	8	0.4495598641631821	0.0392499959912266	0.051852927781646	0.6552845623374941	0.0243148465667343	0.0544208381916128	1.0	1.0	False	Artery_Tibial	200	chr3_58389659	True	False	chr3_58375386
chr1_150579759-ENSG00000143384.12_2	MCL1	437	8	0.9810008485942104	0.0008374851693965	0.0351460863380596	0.4601892955894216	-0.0368535912488755	0.0498539083072938	1.0	1.0	False	Artery_Tibial	200	chr1_150579759	True	False	chr1_150552235
chr1_35510586-ENSG00000142687.17_6	KIAA0319L	379	8	0.2843358881448635	0.0571061977893302	0.0532575728826151	0.493865954160295	-0.0390317546378594	0.05699006495888	0.5686717762897271	1.0	False	Artery_Tibial	200	chr1_35510586	False	True	chr1_35976187
chr19_49525050-ENSG00000104870.12_10	FCGRT	172	3	0.4773621379813801	0.0672880678200281	0.0944527062994003	0.6343308076262584	-0.0443558473124467	0.0930580051635515	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr19_49525050	True	True	chr19_50028307
chr19_49525050-ENSG00000104870.12_9	FCGRT	172	3	0.3385737500577128	0.0889143856053906	0.0926038553225906	0.9021232224336212	-0.01129083424188	0.0916500461546424	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr19_49525050	True	True	chr19_50028307
chr19_40795370-ENSG00000269858.5_2	EGLN2	149	9	0.5988891356855732	-0.0464054503150175	0.0879928326890965	0.242379445563746	0.1125134863600667	0.0957758998721874	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr19_40795370	True	False	chr19_41301275
chr19_3466223-ENSG00000141905.17_12	NFIC	134	4	0.7966719056049311	-0.0237494331101641	0.0919453079851312	0.7653455495851909	-0.0282141692754503	0.0942894704757108	0.7966719056049311	1.0	False	Brain_Caudate_basalganglia	100	chr19_3466224	True	True	chr19_3466222
chr17_81101636-ENSG00000175866.15_28	BAIAP2	172	3	0.3159594215504098	-0.0565048510194033	0.0561524739782807	0.6284449828151807	0.0412555300730542	0.0850720509203561	0.3159594215504098	1.0	False	Brain_Caudate_basalganglia	100	chr17_81101636	True	False	chr17_79075436
chr17_81101636-ENSG00000175866.15_27	BAIAP2	172	3	0.2150433779732477	0.0987366719396229	0.0792897548945863	0.7270475587102134	-0.0288058289956833	0.0823655255223965	0.2150433779732477	1.0	False	Brain_Caudate_basalganglia	100	chr17_81101636	True	False	chr17_79075436
chr17_81101636-ENSG00000175866.15_26	BAIAP2	172	3	0.0982214802595069	0.1319425365303041	0.07928034309734	0.6656291123510352	0.0369387208065146	0.0853009282115885	0.1964429605190139	1.0	False	Brain_Caudate_basalganglia	100	chr17_81101636	True	False	chr17_79075436
chr17_81101636-ENSG00000175866.15_25	BAIAP2	172	3	0.1324441554897274	0.1217154224313003	0.0804438849880207	0.6806375045758469	-0.0351614325930128	0.0852554602944354	0.2648883109794549	1.0	False	Brain_Caudate_basalganglia	100	chr17_81101636	True	False	chr17_79075436
chr17_81101636-ENSG00000175866.15_24	BAIAP2	172	3	0.079280152699144	0.1424866021159575	0.0806234926763818	0.2641032847925707	0.0933429114631422	0.0832609362708265	0.158560305398288	1.0	False	Brain_Caudate_basalganglia	100	chr17_81101636	True	False	chr17_79075436
chr17_81101636-ENSG00000175866.15_23	BAIAP2	172	3	0.0533838569441968	0.151096271311905	0.0775771435302574	0.8615115763323505	-0.0145449137217009	0.0832276754482879	0.1067677138883936	0.9797071670848884	False	Brain_Caudate_basalganglia	100	chr17_81101636	True	False	chr17_79075436
chr17_81101636-ENSG00000175866.15_22	BAIAP2	172	3	0.0562026911765149	0.1497355991612561	0.0777896620575623	0.6738863085058864	0.0364238078809025	0.0863787455542171	0.1124053823530299	1.0	False	Brain_Caudate_basalganglia	100	chr17_81101636	True	False	chr17_79075436
chr17_78402398-ENSG00000087157.18_5	PGS1	147	8	0.6524918571915614	0.0412956217451478	0.0914766204867703	0.2702623628389305	0.1050124540065593	0.0948133136955253	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr17_78402398	True	False	chr17_76398479
chr17_78129115-ENSG00000141524.15_17	TMC6	143	12	0.7261952968135372	-0.0294971609574825	0.0840279868370778	0.2636699866987569	-0.1054477936010502	0.0938812238305694	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr17_78129117	True	False	chr17_76125198
chr17_78129115-ENSG00000141524.15_16	TMC6	144	12	0.7004124479107511	-0.0318659634375627	0.0826165461035745	0.3274025958719325	-0.0933986514798579	0.0949679013179407	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr17_78129117	True	False	chr17_76125198
chr17_78129115-ENSG00000141524.15_15	TMC6	143	12	0.7865007815333023	-0.0223941310678714	0.0824876200089611	0.5136074651077709	0.0620497511729041	0.0946970475740619	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr17_78129117	True	False	chr17_76125198
chr17_78129115-ENSG00000141524.15_10	TMC6	139	12	0.920748125126935	0.0083277791111127	0.0835150374754905	0.1832890873712335	0.1323603137176567	0.0988517418623318	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr17_78129117	True	False	chr17_76125198
chr17_78129115-ENSG00000141524.15_5	TMC6	143	12	0.1287956091172231	0.1111906019289694	0.0726844191483066	0.7799022058905487	-0.0251717103586539	0.0898679340381982	0.5151824364688927	1.0	False	Brain_Caudate_basalganglia	100	chr17_78129117	True	False	chr17_76125198
chr17_78129115-ENSG00000141524.15_4	TMC6	117	12	0.7782186845069231	0.0293033023694728	0.1037332460058574	0.92330016425257	-0.0108604664427034	0.1124879490177672	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr17_78129117	True	False	chr17_76125198
chr17_40177496-ENSG00000108352.11_2	RAPGEFL1	166	3	0.1649110992467946	0.0971027015252847	0.0695529911386211	0.3666818318129938	-0.0777516110278567	0.0858505602111865	0.6596443969871784	1.0	False	Brain_Caudate_basalganglia	100	chr17_40177499	False	True	chr17_38333752
chr17_40021072-ENSG00000008838.19_19	MED24	170	5	0.4586412551283754	0.0670890455675731	0.090282873612359	0.2256057354036555	0.1064344610241722	0.087455820013852	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr17_40021072	True	False	chr17_38177325
chr17_2593585-ENSG00000007168.12_2	PAFAH1B1	115	4	0.0999603170625204	0.1677502073912796	0.1008992542700177	0.5963467060008008	0.0590317117333321	0.1110466379842602	0.4998015853126024	1.0	False	Brain_Caudate_basalganglia	100	chr17_2593591	True	False	chr17_2496885
chr15_74668728-ENSG00000179151.11_9	EDC3	152	9	0.4768299555879976	0.071947721629008	0.1008293675744744	0.8713690556613832	-0.0153918929219862	0.0948638617363102	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr15_74668730	True	False	chr15_74961071
chr15_63071202-ENSG00000140416.19_15	TPM1	172	6	0.8441011206902311	-0.0093771640610589	0.0475991112761694	0.0443887387842908	-0.1704013115814687	0.0840232133068392	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr15_63071203	True	True	chr15_63363402
chr15_63071202-ENSG00000140416.19_14	TPM1	172	6	0.6430048816465934	-0.0155470273837462	0.0334723357581992	0.7910626155807479	-0.0224611951765596	0.0846249828080707	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr15_63071203	True	True	chr15_63363402
chr15_63071202-ENSG00000140416.19_13	TPM1	172	6	0.0033140124091917	0.1617474228956681	0.0541594882672478	0.9480642540133004	-0.0053977990095331	0.082723977087293	0.0132560496367669	0.3236713705427471	False	Brain_Caudate_basalganglia	100	chr15_63071203	True	True	chr15_63363402
chr15_63071202-ENSG00000140416.19_12	TPM1	172	6	0.0271270025905325	0.1144050721502287	0.0512494432383843	0.2596580036009763	-0.0966482924196638	0.0854062537237249	0.10850801036213	0.9835300186830118	False	Brain_Caudate_basalganglia	100	chr15_63071203	True	True	chr15_63363402
chr15_63071202-ENSG00000140416.19_9	TPM1	172	6	0.972856383548714	0.0012680786509481	0.0372036114126866	0.4525430918466652	-0.0644241359063133	0.0855324164565293	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr15_63071203	True	True	chr15_63363402
chr15_63071202-ENSG00000140416.19_8	TPM1	172	6	0.4776349705595829	0.0256094011035333	0.0359704025525714	0.4410599698751329	0.0642366884798752	0.0831514239684651	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr15_63071203	True	True	chr15_63363402
chr14_103425240-ENSG00000075413.17_6	MARK3	150	9	0.6887776578109113	-0.0332381519038791	0.0827930545343662	0.5117861452294545	-0.0593260484896228	0.0901651008961525	0.6887776578109113	1.0	False	Brain_Caudate_basalganglia	100	chr14_103425240	True	False	chr14_103891577
chr12_123244433-ENSG00000130921.7_3	C12orf65	172	3	0.4018947023492518	0.0488156118460394	0.0580647539914919	0.2063802445425465	0.0984470072637119	0.0775622457840427	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr12_123244433	True	False	chr12_123728980
chr12_56098249-ENSG00000065361.14_25	ERBB3	148	4	0.9629056735643609	-0.004234146971038	0.0908537218960271	0.0409799434993163	0.196237995790259	0.0949926582360196	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr12_56098249	False	True	chr12_56492033
chr12_56098249-ENSG00000065361.14_24	ERBB3	134	4	0.9982310106140476	-0.0002048474599679	0.0921786545503647	0.1267577637360133	-0.1548220739335081	0.1005995033785518	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr12_56098249	False	True	chr12_56492033
chr12_56098249-ENSG00000065361.14_23	ERBB3	148	4	0.9496187620284412	-0.0057526216994552	0.0908546691268364	0.5310372545759614	-0.0619547498296762	0.0986179374848496	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr12_56098249	False	True	chr12_56492033
chr12_56098249-ENSG00000065361.14_22	ERBB3	146	4	0.8271191235925139	-0.0199825832101276	0.0912950399499978	0.4138213598990221	-0.0781391988063906	0.0952847128999829	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr12_56098249	False	True	chr12_56492033
chr12_56098249-ENSG00000065361.14_21	ERBB3	147	4	0.9857585226601422	0.0016264090050019	0.0909257029681418	0.5359699664816078	0.0603108564411994	0.0971648735652486	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr12_56098249	False	True	chr12_56492033
chr12_56098249-ENSG00000065361.14_20	ERBB3	145	4	0.9775776769505108	0.0025874784114974	0.0918667140093195	0.0160126577975187	-0.2228488650990444	0.0911888894128187	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr12_56098249	False	True	chr12_56492033
chr12_56098249-ENSG00000065361.14_19	ERBB3	148	4	0.8652294648791232	0.0154770977025516	0.0909976988390798	0.7847417771396636	-0.0266073596218661	0.0971950381596316	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr12_56098249	False	True	chr12_56492033
chr12_56098249-ENSG00000065361.14_18	ERBB3	145	4	0.9505850703576054	-0.0057097289703467	0.091938159808558	0.0680071973956967	-0.1817245051759373	0.0986637818801892	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr12_56098249	False	True	chr12_56492033
chr12_56098249-ENSG00000065361.14_16	ERBB3	142	4	0.996020773712372	0.0004466896099394	0.0893719728477557	0.4868982778625089	0.0626523798082935	0.0898243176987753	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr12_56098249	False	True	chr12_56492033
chr12_56098249-ENSG00000065361.14_15	ERBB3	125	4	0.594283600370208	-0.0523772130832678	0.0980135094503526	0.2074635683593928	0.1307056831804605	0.1030027988678043	1.0	1.0	False	Brain_Caudate_basalganglia	100	chr12_56098249	False	True	chr12_56492033
