chrom	signal_region	start_pos	end_pos	SNPSTR_start_pos	SNPSTR_ID	period	repeat_unit	alleles	reference_allele	total_per_allele_dosages	total_hardcall_alleles	total_hardcall_genotypes	subset_total_per_allele_dosages	subset_total_hardcall_alleles	subset_total_hardcall_genotypes	subset_multiallelicness	subset_heterozygosity	subset_entropy	subset_HWEP	subset_allele_dosage_r2	association_p_value	Δphenotype_per_additional_repeat_unit	Δphenotype_per_s.d._increase_in_repeat_size	pcausal	included_from_literature	nearby_exons	closest_gene	nearby_genes	relation_to_gene	transcribed
9	9_21878223_22250503	22088441	22088466	22088441	STR_1472999	2	AC	9.0,10.0,11.0,12.0,13.0,14.0,15.0,16.0,18.0	13.0	"{""9.0"": 1943.03, ""10.0"": 0.0, ""11.0"": 13464.9, ""12.0"": 503961.52, ""13.0"": 326654.55, ""14.0"": 126489.23, ""15.0"": 2345.11, ""16.0"": 0.0, ""18.0"": 0.0}"	"{""9.0"": 888, ""11.0"": 12655, ""12.0"": 499763, ""13.0"": 329480, ""14.0"": 131544, ""15.0"": 488}"	"{""[9.0, 9.0]"": 20, ""[9.0, 11.0]"": 194, ""[9.0, 12.0]"": 537, ""[9.0, 13.0]"": 100, ""[9.0, 14.0]"": 15, ""[9.0, 15.0]"": 2, ""[11.0, 11.0]"": 572, ""[11.0, 12.0]"": 6955, ""[11.0, 13.0]"": 3203, ""[11.0, 14.0]"": 1138, ""[11.0, 15.0]"": 21, ""[12.0, 12.0]"": 128573, ""[12.0, 13.0]"": 168301, ""[12.0, 14.0]"": 66575, ""[12.0, 15.0]"": 249, ""[13.0, 13.0]"": 56273, ""[13.0, 14.0]"": 45175, ""[13.0, 15.0]"": 155, ""[14.0, 14.0]"": 9291, ""[14.0, 15.0]"": 59, ""[15.0, 15.0]"": 1}"	"{""9.0"": 715.74, ""10.0"": 0.0, ""11.0"": 5579.75, ""12.0"": 336608.13, ""13.0"": 224886.6, ""14.0"": 90971.86, ""15.0"": 1639.27, ""16.0"": 0.0, ""18.0"": 0.0}"	"{""9.0"": 11, ""11.0"": 4966, ""12.0"": 333536, ""13.0"": 226762, ""14.0"": 94786, ""15.0"": 315}"	"{""[9.0, 12.0]"": 6, ""[9.0, 13.0]"": 5, ""[11.0, 11.0]"": 27, ""[11.0, 12.0]"": 2444, ""[11.0, 13.0]"": 1730, ""[11.0, 14.0]"": 734, ""[11.0, 15.0]"": 4, ""[12.0, 12.0]"": 84207, ""[12.0, 13.0]"": 114617, ""[12.0, 14.0]"": 47898, ""[12.0, 15.0]"": 157, ""[13.0, 13.0]"": 38840, ""[13.0, 14.0]"": 32617, ""[13.0, 15.0]"": 113, ""[14.0, 14.0]"": 6748, ""[14.0, 15.0]"": 41}"	0.1497674406631664	0.6063338516980501	1.4878053352638698	0.5651087241110782	"{""9.0"": 0.19, ""10.0"": ""NaN"", ""11.0"": 0.85, ""12.0"": 0.99, ""13.0"": 0.98, ""14.0"": 0.97, ""15.0"": 0.67, ""16.0"": ""NaN"", ""18.0"": ""NaN""}"	3.46e-16	0.010291359366962849	0.010870001726241254	0.0767356	False	792:downstream:22087143:22087649:CDKN2B-AS1:lncRNA	0:inside:CDKN2B-AS1:lncRNA	92429:downstream:RP11-149I2.4:lncRNA,75906:downstream:UBA52P6:transcribed_processed_pseudogene,93141:upstream:CDKN2A:protein_coding,79137:upstream:CDKN2B:protein_coding,58848:downstream:RP11-145E5.5:protein_coding,0:inside:CDKN2B-AS1:lncRNA	intron:CDKN2B-AS1:lncRNA	transcribed;CDKN2B-AS1-228:lncRNA:missing_from_gencode,CDKN2B-AS1-203:lncRNA:1,CDKN2B-AS1-208:lncRNA:1,CDKN2B-AS1-217:lncRNA:1,CDKN2B-AS1-210:lncRNA:1,CDKN2B-AS1-216:lncRNA:1,CDKN2B-AS1-213:lncRNA:1,CDKN2B-AS1-209:lncRNA:1,CDKN2B-AS1-215:lncRNA:1,CDKN2B-AS1-206:lncRNA:1,CDKN2B-AS1-201:lncRNA:3,CDKN2B-AS1-226:lncRNA:missing_from_gencode,CDKN2B-AS1-222:lncRNA:missing_from_gencode
9	9_139187218_139445069	139312224	139312236	139312218	STR_1525415	1	T	12.0,13.0,14.0	13.0	"{""12.0"": 273325.38, ""13.0"": 701325.69, ""14.0"": 166.95}"	"{""12.0"": 273905, ""13.0"": 700912, ""14.0"": 1}"	"{""[12.0, 12.0]"": 38692, ""[12.0, 13.0]"": 196521, ""[13.0, 13.0]"": 252195, ""[13.0, 14.0]"": 1}"	"{""12.0"": 187124.1, ""13.0"": 473148.24, ""14.0"": 103.66}"	"{""12.0"": 187495, ""13.0"": 472881}"	"{""[12.0, 12.0]"": 26645, ""[12.0, 13.0]"": 134205, ""[13.0, 13.0]"": 169338}"	0.00015697118005499896	0.4066202363359945	0.8607393721488772	0.8427306285626908	"{""12.0"": 1.0, ""13.0"": 1.0, ""14.0"": ""NaN""}"	4.92e-08	0.012951950667279402	0.008259100295065042	0.0848655	False	558:downstream:139310519:139311666:PMPCA:protein_coding,927:downstream:139310743:139311297:PMPCA:protein_coding,868:downstream:139310743:139311356:PMPCA:protein_coding,558:downstream:139311403:139311666:PMPCA:protein_coding,558:downstream:139311403:139311666:PMPCA:protein_coding,577:downstream:139311452:139311647:PMPCA:protein_coding,558:downstream:139311646:139311666:PMPCA:protein_coding,233:upstream:139312469:139312561:PMPCA:protein_coding,233:upstream:139312469:139312561:PMPCA:protein_coding,233:upstream:139312469:139312561:PMPCA:protein_coding,233:upstream:139312469:139312561:PMPCA:protein_coding,771:upstream:139313007:139313125:PMPCA:protein_coding,771:upstream:139313007:139313125:PMPCA:protein_coding,771:upstream:139313007:139313125:PMPCA:protein_coding,771:upstream:139313007:139313125:PMPCA:protein_coding	0:inside:PMPCA:protein_coding	90445:upstream:DKFZP434A062:lncRNA,54028:upstream:DNLZ:protein_coding,58167:downstream:GPSM1:protein_coding,44091:upstream:CARD9:protein_coding,17602:upstream:SNAPC4:protein_coding,7158:upstream:ENTR1:protein_coding,0:inside:PMPCA:protein_coding,22312:downstream:SEC16A:protein_coding,65711:upstream:C9orf163:lncRNA,76649:downstream:NOTCH1:protein_coding,10835:downstream:INPP5E:protein_coding	intron:PMPCA:protein_coding	transcribed;PMPCA-201:protein_coding:1,PMPCA-203:protein_coding:2,PMPCA-205:retained_intron:2,PMPCA-204:protein_coding:2
11	11_5548359_5826883	5692535	5692554	5692535	STR_206544	1	A	19.0,20.0,21.0,22.0,23.0	20.0	"{""19.0"": 1921.43, ""20.0"": 155340.77, ""21.0"": 652595.51, ""22.0"": 98495.06, ""23.0"": 66490.62}"	"{""19.0"": 1895, ""20.0"": 155624, ""21.0"": 652573, ""22.0"": 97802, ""23.0"": 66924}"	"{""[19.0, 19.0]"": 72, ""[19.0, 20.0]"": 394, ""[19.0, 21.0]"": 727, ""[19.0, 22.0]"": 197, ""[19.0, 23.0]"": 433, ""[20.0, 20.0]"": 12582, ""[20.0, 21.0]"": 103487, ""[20.0, 22.0]"": 15556, ""[20.0, 23.0]"": 11023, ""[21.0, 21.0]"": 220199, ""[21.0, 22.0]"": 65371, ""[21.0, 23.0]"": 42590, ""[22.0, 22.0]"": 5082, ""[22.0, 23.0]"": 6514, ""[23.0, 23.0]"": 3182}"	"{""19.0"": 252.45, ""20.0"": 104390.59, ""21.0"": 448758.84, ""22.0"": 67680.32, ""23.0"": 39310.07}"	"{""19.0"": 229, ""20.0"": 104616, ""21.0"": 448682, ""22.0"": 67309, ""23.0"": 39540}"	"{""[19.0, 20.0]"": 20, ""[19.0, 21.0]"": 163, ""[19.0, 22.0]"": 27, ""[19.0, 23.0]"": 19, ""[20.0, 20.0]"": 8359, ""[20.0, 21.0]"": 71056, ""[20.0, 22.0]"": 10498, ""[20.0, 23.0]"": 6324, ""[21.0, 21.0]"": 152449, ""[21.0, 22.0]"": 45727, ""[21.0, 23.0]"": 26838, ""[22.0, 22.0]"": 3516, ""[22.0, 23.0]"": 4025, ""[23.0, 23.0]"": 1167}"	0.16239263369936177	0.4992988261976829	1.3829314404037034	0.5657694319837551	"{""19.0"": 0.8, ""20.0"": 0.98, ""21.0"": 0.98, ""22.0"": 0.97, ""23.0"": 0.99}"	2.08e-08	-0.008330373459919077	-0.008299143332958179	0.355237	False	none	0:inside:CTD-2643I7.5:protein_coding,0:inside:TRIM5:protein_coding	99113:upstream:HNRNPA1P53:processed_pseudogene,89421:downstream:OR52B6:protein_coding,47966:upstream:OR52U1P:unprocessed_pseudogene,55178:upstream:OR52P1P:polymorphic_pseudogene,65124:upstream:OR56B1:protein_coding,82919:upstream:OR52N4:protein_coding,58347:downstream:TRIM6:protein_coding,26907:downstream:TRIM34:protein_coding,18373:upstream:TRIM22:protein_coding,89829:upstream:OR56B2P:protein_coding,0:inside:CTD-2643I7.5:protein_coding,26907:downstream:TRIM6-TRIM34:protein_coding,0:inside:TRIM5:protein_coding	multigene;intron:CTD-2643I7.5:protein_coding;intron:TRIM5:protein_coding	transcribed;TRIM5-209:processed_transcript:5,TRIM5-211:processed_transcript:3,TRIM5-208:processed_transcript:1,TRIM5-202:protein_coding:2,TRIM5-206:nonsense_mediated_decay:2,TRIM5-214:protein_coding:missing_from_gencode,TRIM5-203:protein_coding:1,TRIM5-212:protein_coding:missing_from_gencode,TRIM5-207:protein_coding:3,TRIM5-213:retained_intron:missing_from_gencode,CTD-2643I7.5-001:nonsense_mediated_decay:5,TRIM5-201:protein_coding:5
11	11_18507984_18789241	18657737	18657748	18657732	STR_213330	1	T	11.0,12.0,13.0,14.0	12.0	"{""11.0"": 1621.47, ""12.0"": 267924.25, ""13.0"": 704511.88, ""14.0"": 760.49}"	"{""11.0"": 1159, ""12.0"": 268389, ""13.0"": 705001, ""14.0"": 269}"	"{""[11.0, 11.0]"": 8, ""[11.0, 12.0]"": 531, ""[11.0, 13.0]"": 612, ""[12.0, 12.0]"": 40209, ""[12.0, 13.0]"": 187330, ""[12.0, 14.0]"": 110, ""[13.0, 13.0]"": 258452, ""[13.0, 14.0]"": 155, ""[14.0, 14.0]"": 2}"	"{""11.0"": 842.43, ""12.0"": 171002.28, ""13.0"": 488201.51, ""14.0"": 329.79}"	"{""11.0"": 510, ""12.0"": 171324, ""13.0"": 488533, ""14.0"": 9}"	"{""[11.0, 11.0]"": 1, ""[11.0, 12.0]"": 138, ""[11.0, 13.0]"": 370, ""[12.0, 12.0]"": 22241, ""[12.0, 13.0]"": 126702, ""[12.0, 14.0]"": 2, ""[13.0, 13.0]"": 180727, ""[13.0, 14.0]"": 7}"	0.0017750796247125934	0.3854188488474859	0.8348884254885423	0.8820333416925645	"{""11.0"": 0.88, ""12.0"": 1.0, ""13.0"": 1.0, ""14.0"": 0.1}"	2.73e-09	0.01495296900739751	0.009372269728822833	0.102248	False	none	1394:upstream:SPTY2D1:protein_coding	33541:downstream:RP11-504G3.2:TEC,28849:upstream:SRSF3P1:processed_pseudogene,56921:upstream:TMEM86A:protein_coding,47443:upstream:UEVLD:protein_coding,1399:upstream:SPTY2D1:protein_coding,91727:downstream:PTPN5:protein_coding,25935:downstream:SPTY2D1OS:protein_coding,36507:upstream:RP11-504G3.4:transcribed_processed_pseudogene,68111:downstream:IGSF22:protein_coding,70336:upstream:RP11-1081L13.4:lncRNA	intergenic	untranscribed
11	11_61412529_61841395	61614427	61614440	61614427	STR_233620	1	T	13.0,14.0	14.0	"{""13.0"": 346830.56, ""14.0"": 627987.38}"	"{""13.0"": 346411, ""14.0"": 628407}"	"{""[13.0, 13.0]"": 62191, ""[13.0, 14.0]"": 222029, ""[14.0, 14.0]"": 203189}"	"{""13.0"": 235280.54, ""14.0"": 425095.46}"	"{""13.0"": 235030, ""14.0"": 425346}"	"{""[13.0, 13.0]"": 41737, ""[13.0, 14.0]"": 151556, ""[14.0, 14.0]"": 136895}"	0.0	0.4584722841573677	0.9392299911277466	0.5445339721978588	"{""13.0"": 1.0, ""14.0"": 1.0}"	4.75e-39	0.030252032066405476	0.020488704840343742	0.109465	False	0:inside:61614063:61615756:FADS2:protein_coding,853:upstream:61615293:61615636:FADS2:protein_coding	0:inside:FADS2:protein_coding	54394:upstream:MIR611:miRNA,49717:downstream:FEN1:protein_coding,31715:upstream:MIR1908:miRNA,90926:upstream:RNU6-1243P:snRNA,89300:upstream:MYRF-AS1:lncRNA,58437:downstream:MYRF:protein_coding,54153:upstream:TMEM258:protein_coding,17637:upstream:FADS1:protein_coding,26551:downstream:FADS3:protein_coding,50333:downstream:RAB3IL1:protein_coding,99954:downstream:DAGLA:protein_coding,0:inside:FADS2:protein_coding	exon_other:FADS2:protein_coding	transcribed;FADS2-207:retained_intron:3,FADS2-208:retained_intron:3,FADS2-203:retained_intron:2,FADS2-201:protein_coding:1,FADS2-210:protein_coding:2,FADS2-206:protein_coding:4,FADS2-204:protein_coding:5,FADS2-209:protein_coding:1,FADS2-202:protein_coding:1
11	11_113531820_113794314	113656822	113656844	113656820	STR_262785	1	T	22.0,23.0,24.0,25.0	23.0	"{""22.0"": 378222.84, ""23.0"": 481128.72, ""24.0"": 115486.04, ""25.0"": 0.0}"	"{""22.0"": 378304, ""23.0"": 481161, ""24.0"": 115353}"	"{""[22.0, 22.0]"": 74276, ""[22.0, 23.0]"": 183728, ""[22.0, 24.0]"": 46024, ""[23.0, 23.0]"": 121012, ""[23.0, 24.0]"": 55409, ""[24.0, 24.0]"": 6960}"	"{""22.0"": 261862.17, ""23.0"": 316219.55, ""24.0"": 82307.77, ""25.0"": 0.0}"	"{""22.0"": 261954, ""23.0"": 316212, ""24.0"": 82210}"	"{""[22.0, 22.0]"": 51915, ""[22.0, 23.0]"": 125067, ""[22.0, 24.0]"": 33057, ""[23.0, 23.0]"": 76055, ""[23.0, 24.0]"": 39035, ""[24.0, 24.0]"": 5059}"	0.12463519066604165	0.5978678418837289	1.412070244592591	0.3758713185550822	"{""22.0"": 0.99, ""23.0"": 0.99, ""24.0"": 1.0, ""25.0"": ""NaN""}"	7.97e-09	-0.00952256100590923	-0.009006117521870171	0.335197	False	none	3104:upstream:ATF4P4:transcribed_processed_pseudogene	73702:downstream:MTRF1LP1:processed_pseudogene,34814:upstream:RPS29P19:processed_pseudogene,16106:downstream:RP11-667M19.4:processed_pseudogene,14409:upstream:RP11-667M19.2:lncRNA,5600:downstream:CLDN25:protein_coding,3109:upstream:ATF4P4:transcribed_processed_pseudogene,3120:upstream:RP11-667M19.5:processed_pseudogene,5344:upstream:LRRC37A13P:processed_pseudogene,31955:upstream:RP11-667M19.10:lncRNA,34734:downstream:RP11-667M19.9:processed_pseudogene,73224:upstream:RNU6-1107P:snRNA,79727:upstream:TMPRSS5:protein_coding,11752:downstream:USP28:protein_coding,12365:upstream:ZW10:protein_coding	intergenic	untranscribed
12	12_8926837_9280507	9053869	9053883	9053869	STR_280002	1	T	14.0,15.0,16.0,17.0	15.0	"{""14.0"": 2683.68, ""15.0"": 318942.28, ""16.0"": 653154.7, ""17.0"": 37.38}"	"{""14.0"": 2452, ""15.0"": 312855, ""16.0"": 659505, ""17.0"": 6}"	"{""[14.0, 14.0]"": 140, ""[14.0, 15.0]"": 1180, ""[14.0, 16.0]"": 992, ""[15.0, 15.0]"": 50366, ""[15.0, 16.0]"": 210941, ""[15.0, 17.0]"": 2, ""[16.0, 16.0]"": 223784, ""[16.0, 17.0]"": 4}"	"{""14.0"": 205.73, ""15.0"": 215450.13, ""16.0"": 444699.42, ""17.0"": 20.72}"	"{""14.0"": 50, ""15.0"": 211175, ""16.0"": 449148, ""17.0"": 3}"	"{""[14.0, 15.0]"": 22, ""[14.0, 16.0]"": 28, ""[15.0, 15.0]"": 33600, ""[15.0, 16.0]"": 143953, ""[16.0, 16.0]"": 152582, ""[16.0, 17.0]"": 3}"	0.00034291070541630825	0.4351506355709301	0.9053302438587008	0.2546773137503141	"{""14.0"": 0.61, ""15.0"": 0.98, ""16.0"": 0.98, ""17.0"": 0.42}"	4.26e-08	-0.01259650613148322	-0.008368922045779771	0.292145	False	none	0:inside:RP11-259O18.5:lncRNA	80560:upstream:A2ML1-AS2:lncRNA,70326:upstream:A2ML1-AS1:lncRNA,14272:downstream:A2ML1:protein_coding,12609:upstream:PHC1:protein_coding,39076:downstream:M6PR:protein_coding,48757:upstream:KLRG1:protein_coding,85888:downstream:RP11-259O18.4:lncRNA,0:inside:RP11-259O18.5:lncRNA	intron:RP11-259O18.5:lncRNA	transcribed;RP11-259O18.5-001:lncRNA:3
12	12_50381691_51422465	50853606	50853629	50853601	STR_301211	1	A	9.0,10.0,19.0,20.0,21.0,22.0,23.0,24.0,25.0	24.0	"{""9.0"": 340490.59, ""10.0"": 0.0, ""19.0"": 485.05, ""20.0"": 550818.18, ""21.0"": 219.42, ""22.0"": 345.62, ""23.0"": 27421.44, ""24.0"": 54484.15, ""25.0"": 691.98}"	"{""9.0"": 339116, ""19.0"": 468, ""20.0"": 554760, ""21.0"": 24, ""22.0"": 328, ""23.0"": 25492, ""24.0"": 53973, ""25.0"": 657}"	"{""[9.0, 9.0]"": 60406, ""[9.0, 19.0]"": 157, ""[9.0, 20.0]"": 195086, ""[9.0, 21.0]"": 2, ""[9.0, 22.0]"": 30, ""[9.0, 23.0]"": 6807, ""[9.0, 24.0]"": 16137, ""[9.0, 25.0]"": 85, ""[19.0, 20.0]"": 279, ""[19.0, 23.0]"": 12, ""[19.0, 24.0]"": 20, ""[20.0, 20.0]"": 159786, ""[20.0, 21.0]"": 9, ""[20.0, 22.0]"": 54, ""[20.0, 23.0]"": 12373, ""[20.0, 24.0]"": 27244, ""[20.0, 25.0]"": 143, ""[21.0, 23.0]"": 13, ""[22.0, 22.0]"": 4, ""[22.0, 23.0]"": 79, ""[22.0, 24.0]"": 145, ""[22.0, 25.0]"": 12, ""[23.0, 23.0]"": 1444, ""[23.0, 24.0]"": 3194, ""[23.0, 25.0]"": 126, ""[24.0, 24.0]"": 3475, ""[24.0, 25.0]"": 283, ""[25.0, 25.0]"": 4}"	"{""9.0"": 238389.71, ""10.0"": 0.0, ""19.0"": 290.94, ""20.0"": 380776.17, ""21.0"": 123.16, ""22.0"": 2.77, ""23.0"": 11737.12, ""24.0"": 29094.66, ""25.0"": 54.47}"	"{""9.0"": 237512, ""19.0"": 280, ""20.0"": 383474, ""21.0"": 1, ""23.0"": 10318, ""24.0"": 28747, ""25.0"": 44}"	"{""[9.0, 9.0]"": 42821, ""[9.0, 19.0]"": 94, ""[9.0, 20.0]"": 137952, ""[9.0, 23.0]"": 3696, ""[9.0, 24.0]"": 10111, ""[9.0, 25.0]"": 17, ""[19.0, 20.0]"": 169, ""[19.0, 23.0]"": 6, ""[19.0, 24.0]"": 11, ""[20.0, 20.0]"": 111281, ""[20.0, 21.0]"": 1, ""[20.0, 23.0]"": 5971, ""[20.0, 24.0]"": 16793, ""[20.0, 25.0]"": 26, ""[23.0, 23.0]"": 86, ""[23.0, 24.0]"": 472, ""[23.0, 25.0]"": 1, ""[24.0, 24.0]"": 680}"	0.06253604635493869	0.5313028001991288	1.2822492515956996	0.7025574400214027	"{""9.0"": 0.99, ""10.0"": ""NaN"", ""19.0"": 0.93, ""20.0"": 0.99, ""21.0"": 0.11, ""22.0"": ""NaN"", ""23.0"": 0.98, ""24.0"": 1.0, ""25.0"": 0.99}"	6.28e-12	0.0013418218225238806	0.010488328980750188	0.0571983	False	none	0:inside:LARP4:protein_coding	93737:downstream:RP11-112N23.1:processed_pseudogene,63201:upstream:FAM186A:protein_coding,0:inside:LARP4:protein_coding,45139:upstream:DIP2B:protein_coding	intron:LARP4:protein_coding	transcribed;LARP4-210:protein_coding:2,LARP4-207:protein_coding:1,LARP4-201:protein_coding:1,LARP4-204:protein_coding:5,LARP4-203:protein_coding:1,LARP4-219:protein_coding:5,LARP4-206:protein_coding:1,LARP4-202:protein_coding:1,LARP4-208:protein_coding:5
12	12_50381691_51422465	50970150	50970161	50970148	STR_301338	1	T	12.0,13.0,14.0,15.0	12.0	"{""12.0"": 327878.48, ""13.0"": 614169.66, ""14.0"": 32528.84, ""15.0"": 241.07}"	"{""12.0"": 327824, ""13.0"": 614822, ""14.0"": 31925, ""15.0"": 247}"	"{""[12.0, 12.0]"": 56169, ""[12.0, 13.0]"": 206648, ""[12.0, 14.0]"": 8789, ""[12.0, 15.0]"": 49, ""[13.0, 13.0]"": 194635, ""[13.0, 14.0]"": 18807, ""[13.0, 15.0]"": 97, ""[14.0, 14.0]"": 2118, ""[14.0, 15.0]"": 93, ""[15.0, 15.0]"": 4}"	"{""12.0"": 228620.22, ""13.0"": 418038.67, ""14.0"": 13715.51, ""15.0"": 1.61}"	"{""12.0"": 228589, ""13.0"": 418518, ""14.0"": 13268, ""15.0"": 1}"	"{""[12.0, 12.0]"": 39623, ""[12.0, 13.0]"": 144702, ""[12.0, 14.0]"": 4640, ""[12.0, 15.0]"": 1, ""[13.0, 13.0]"": 132728, ""[13.0, 14.0]"": 8360, ""[14.0, 14.0]"": 134}"	0.020771681272916016	0.4781285627681892	1.0600949910743032	0.5560100262317096	"{""12.0"": 1.0, ""13.0"": 1.0, ""14.0"": 0.99, ""15.0"": 0.96}"	3.47e-12	0.014929989446242612	0.010788408916304447	0.103727	False	none	0:inside:DIP2B:protein_coding	56895:upstream:RNU6-769P:snRNA,80595:upstream:RNU6-238P:snRNA,96363:downstream:LARP4:protein_coding,0:inside:DIP2B:protein_coding	intron:DIP2B:protein_coding	transcribed;DIP2B-201:protein_coding:5,DIP2B-204:retained_intron:1
12	12_50381691_51422465	51010943	51010956	51010943	STR_301375	1	T	12.0,13.0,14.0,15.0,16.0	14.0	"{""12.0"": 0.0, ""13.0"": 328637.02, ""14.0"": 625146.71, ""15.0"": 21034.2, ""16.0"": 0.0}"	"{""13.0"": 328619, ""14.0"": 625283, ""15.0"": 20916}"	"{""[13.0, 13.0]"": 56342, ""[13.0, 14.0]"": 209999, ""[13.0, 15.0]"": 5936, ""[14.0, 14.0]"": 200869, ""[14.0, 15.0]"": 13546, ""[15.0, 15.0]"": 717}"	"{""12.0"": 0.0, ""13.0"": 228632.03, ""14.0"": 421934.33, ""15.0"": 9809.64, ""16.0"": 0.0}"	"{""13.0"": 228630, ""14.0"": 422012, ""15.0"": 9734}"	"{""[13.0, 13.0]"": 39639, ""[13.0, 14.0]"": 145988, ""[13.0, 15.0]"": 3364, ""[14.0, 14.0]"": 134900, ""[14.0, 15.0]"": 6224, ""[15.0, 15.0]"": 73}"	0.01485462827237816	0.4715376614778394	1.0323063611714622	0.6756947627381845	"{""12.0"": ""NaN"", ""13.0"": 1.0, ""14.0"": 1.0, ""15.0"": 1.0, ""16.0"": ""NaN""}"	5.21e-12	0.015146416300355441	0.010737300997745345	0.0691865	False	none	0:inside:DIP2B:protein_coding	16100:upstream:RNU6-769P:snRNA,39800:upstream:RNU6-238P:snRNA,0:inside:DIP2B:protein_coding	intron:DIP2B:protein_coding	transcribed;DIP2B-201:protein_coding:5,DIP2B-204:retained_intron:1
16	16_56848744_57142319	57001258	57001278	57001258	STR_533982	4	AAAC	4.75,5.0,5.25,6.25	5.25	"{""4.75"": 0.0, ""5.0"": 302135.42, ""5.25"": 497456.2, ""6.25"": 175233.82}"	"{""5.0"": 303122, ""5.25"": 494120, ""6.25"": 177576}"	"{""[5.0, 5.0]"": 47275, ""[5.0, 5.25]"": 153850, ""[5.0, 6.25]"": 54722, ""[5.25, 5.25]"": 125068, ""[5.25, 6.25]"": 90134, ""[6.25, 6.25]"": 16360}"	"{""4.75"": 0.0, ""5.0"": 209553.3, ""5.25"": 334277.94, ""6.25"": 116549.99}"	"{""5.0"": 210281, ""5.25"": 331862, ""6.25"": 118233}"	"{""[5.0, 5.0]"": 33171, ""[5.0, 5.25]"": 106209, ""[5.0, 6.25]"": 37730, ""[5.25, 5.25]"": 83117, ""[5.25, 6.25]"": 59419, ""[6.25, 6.25]"": 10542}"	0.1764889501780661	0.6140084976546801	1.468893139320837	0.0267911386261191	"{""4.75"": ""NaN"", ""5.0"": 0.99, ""5.25"": 0.99, ""6.25"": 0.99}"	2.21e-31	0.02877410963492788	0.01759139866461209	0.0531706	False	none	0:inside:CETP:protein_coding	60390:downstream:RPS24P17:processed_pseudogene,26004:downstream:RP11-325K4.3:lncRNA,25620:downstream:RP11-325K4.2:lncRNA,9985:downstream:AC012181.1:miRNA,45705:downstream:RP11-322D14.1:processed_pseudogene,85139:downstream:RP11-322D14.2:lncRNA,51496:downstream:SLC12A3:protein_coding,22482:downstream:HERPUD1:protein_coding,22119:upstream:NLRC5:protein_coding,0:inside:CETP:protein_coding	intron:CETP:protein_coding	transcribed;CETP-204:processed_transcript:5,CETP-202:protein_coding:1,CETP-201:protein_coding:1,CETP-203:protein_coding:5
17	17_76232378_76534809	76379333	76379345	76379333	STR_611084	1	T	12.0,13.0,14.0	13.0	"{""12.0"": 474500.97, ""13.0"": 497677.75, ""14.0"": 2639.28}"	"{""12.0"": 472776, ""13.0"": 500069, ""14.0"": 1973}"	"{""[12.0, 12.0]"": 115394, ""[12.0, 13.0]"": 241212, ""[12.0, 14.0]"": 776, ""[13.0, 13.0]"": 128846, ""[13.0, 14.0]"": 1165, ""[14.0, 14.0]"": 16}"	"{""12.0"": 326255.92, ""13.0"": 332914.29, ""14.0"": 1205.79}"	"{""12.0"": 325243, ""13.0"": 334325, ""14.0"": 808}"	"{""[12.0, 12.0]"": 80024, ""[12.0, 13.0]"": 164775, ""[12.0, 14.0]"": 420, ""[13.0, 13.0]"": 84581, ""[13.0, 14.0]"": 388}"	0.001825914327595188	0.5011267304220942	1.0122414257690922	0.6851200178381496	"{""12.0"": 0.99, ""13.0"": 0.99, ""14.0"": 0.83}"	1.42e-13	-0.014871797323476304	-0.010591211196843099	0.0509663	False	467:downstream:76378745:76378866:PGS1:protein_coding	0:inside:PGS1:protein_coding	23175:upstream:SOCS3:protein_coding,12117:upstream:RN7SL236P:misc_RNA,16671:upstream:SNORA30:snoRNA,35454:downstream:AC061992.2:lncRNA,9341:downstream:SOCS3-DT:lncRNA,0:inside:PGS1:protein_coding,40433:downstream:DNAH17:protein_coding	intron:PGS1:protein_coding	transcribed;PGS1-206:nonsense_mediated_decay:5,PGS1-204:processed_transcript:4,PGS1-213:protein_coding:2,PGS1-215:protein_coding:1,PGS1-208:protein_coding:3,PGS1-211:nonsense_mediated_decay:1,PGS1-201:protein_coding:1,PGS1-212:nonsense_mediated_decay:1,PGS1-209:nonsense_mediated_decay:2,PGS1-202:processed_transcript:5
