chrom	signal_region	start_pos	end_pos	SNPSTR_start_pos	SNPSTR_ID	period	repeat_unit	alleles	reference_allele	total_per_allele_dosages	total_hardcall_alleles	total_hardcall_genotypes	subset_total_per_allele_dosages	subset_total_hardcall_alleles	subset_total_hardcall_genotypes	subset_multiallelicness	subset_heterozygosity	subset_entropy	subset_HWEP	subset_allele_dosage_r2	association_p_value	Δphenotype_per_additional_repeat_unit	Δphenotype_per_s.d._increase_in_repeat_size	pcausal	mentioned_in_literature	literature_inclusion_url	included_only_due_to_literature	curated	included_only_due_to_curation	nearby_exons	nearby_genes	relation_to_gene	transcribed
2	2_69319934_69859001	69567273	69567296	69567271	STR_742124	1	T	19.0,20.0,21.0,23.0,24.0,25.0	24.0	"{""19.0"": 160270.77, ""20.0"": 407696.93, ""21.0"": 3961.8, ""23.0"": 0.0, ""24.0"": 402894.14, ""25.0"": 0.0}"	"{""19.0"": 160276, ""20.0"": 408584, ""21.0"": 3310, ""24.0"": 402648}"	"{""[19.0, 19.0]"": 13316, ""[19.0, 20.0]"": 66405, ""[19.0, 21.0]"": 477, ""[19.0, 24.0]"": 66762, ""[20.0, 20.0]"": 87061, ""[20.0, 21.0]"": 1695, ""[20.0, 24.0]"": 166362, ""[21.0, 21.0]"": 122, ""[21.0, 24.0]"": 894, ""[24.0, 24.0]"": 84315}"	"{""19.0"": 103759.27, ""20.0"": 250396.88, ""21.0"": 1195.48, ""23.0"": 0.0, ""24.0"": 258788.08, ""25.0"": 0.0}"	"{""19.0"": 103849, ""20.0"": 250800, ""21.0"": 835, ""24.0"": 258654}"	"{""[19.0, 19.0]"": 8802, ""[19.0, 20.0]"": 42131, ""[19.0, 21.0]"": 195, ""[19.0, 24.0]"": 43919, ""[20.0, 20.0]"": 51507, ""[20.0, 21.0]"": 153, ""[20.0, 24.0]"": 105502, ""[21.0, 21.0]"": 1, ""[21.0, 24.0]"": 485, ""[24.0, 24.0]"": 54374}"	0.1708971888497489	0.6272515644662026	1.4995800267427275	0.4021118869575406	"{""19.0"": 1.0, ""20.0"": 1.0, ""21.0"": 0.7, ""23.0"": ""NaN"", ""24.0"": 1.0, ""25.0"": ""NaN""}"	5.19e-11	-0.00038024769565855876	-0.0011542378814529558	0.0773641	False	NA	NA	False	NA	none	none	intergenic	untranscribed
2	2_234017077_234687491	234275876	234275889	234275876	STR_827875	1	T	13.0,14.0	14.0	"{""13.0"": 591664.53, ""14.0"": 383153.37}"	"{""13.0"": 591846, ""14.0"": 382972}"	"{""[13.0, 13.0]"": 180114, ""[13.0, 14.0]"": 231618, ""[14.0, 14.0]"": 75677}"	"{""13.0"": 369050.11, ""14.0"": 245087.89}"	"{""13.0"": 369172, ""14.0"": 244966}"	"{""[13.0, 13.0]"": 111015, ""[13.0, 14.0]"": 147142, ""[14.0, 14.0]"": 48912}"	0.0	0.4795485918919571	0.9702903494704688	0.6857937118549378	"{""13.0"": 1.0, ""14.0"": 1.0}"	3.66e-61	0.0038966591918228044	0.002698640581347936	0.149692	False	NA	NA	False	NA	none	91228:downstream:SCARNA5:snoRNA,78290:downstream:SCARNA6:snoRNA,13814:upstream:RP11-400N9.1:lncRNA,12600:downstream:Y_RNA:misc_RNA,71556:downstream:ATG16L1:protein_coding,20175:downstream:SAG:protein_coding,0:inside:DGKD:protein_coding	intron:DGKD:protein_coding	transcribed;DGKD-203:protein_coding:5,DGKD-205:protein_coding:3,DGKD-201:protein_coding:1
3	3_4246601_4783867	4628192	4628211	4628186	STR_913985	1	T	16.0,18.0,19.0,20.0,21.0,22.0	20.0	"{""16.0"": 595.21, ""18.0"": 2034.24, ""19.0"": 731325.08, ""20.0"": 236743.76, ""21.0"": 3295.08, ""22.0"": 1011.99}"	"{""16.0"": 604, ""18.0"": 1401, ""19.0"": 733049, ""20.0"": 238062, ""21.0"": 763, ""22.0"": 939}"	"{""[16.0, 16.0]"": 7, ""[16.0, 18.0]"": 1, ""[16.0, 19.0]"": 276, ""[16.0, 20.0]"": 280, ""[16.0, 21.0]"": 8, ""[16.0, 22.0]"": 25, ""[18.0, 18.0]"": 9, ""[18.0, 19.0]"": 1015, ""[18.0, 20.0]"": 362, ""[18.0, 21.0]"": 3, ""[18.0, 22.0]"": 2, ""[19.0, 19.0]"": 277972, ""[19.0, 20.0]"": 174921, ""[19.0, 21.0]"": 448, ""[19.0, 22.0]"": 445, ""[20.0, 20.0]"": 30895, ""[20.0, 21.0]"": 283, ""[20.0, 22.0]"": 426, ""[21.0, 21.0]"": 6, ""[21.0, 22.0]"": 9, ""[22.0, 22.0]"": 16}"	"{""16.0"": 60.13, ""18.0"": 1129.43, ""19.0"": 469780.38, ""20.0"": 141255.09, ""21.0"": 1933.42, ""22.0"": 101.53}"	"{""16.0"": 48, ""18.0"": 739, ""19.0"": 470904, ""20.0"": 142138, ""21.0"": 241, ""22.0"": 68}"	"{""[16.0, 19.0]"": 33, ""[16.0, 20.0]"": 15, ""[18.0, 18.0]"": 1, ""[18.0, 19.0]"": 572, ""[18.0, 20.0]"": 165, ""[19.0, 19.0]"": 180648, ""[19.0, 20.0]"": 108771, ""[19.0, 21.0]"": 177, ""[19.0, 22.0]"": 55, ""[20.0, 20.0]"": 16556, ""[20.0, 21.0]"": 62, ""[20.0, 22.0]"": 13, ""[21.0, 21.0]"": 1}"	0.005249422239749365	0.3584927299358047	0.8010447263662411	0.4109469331372421	"{""16.0"": 0.77, ""18.0"": 0.78, ""19.0"": 0.99, ""20.0"": 0.99, ""21.0"": 0.34, ""22.0"": 0.88}"	2.43e-14	0.0021376119348807464	0.0013236334490752653	0.780992	False	NA	NA	False	NA	none	none	intergenic	untranscribed
3	3_107026508_107665714	107374359	107374381	107374359	STR_967081	1	T	21.0,22.0,23.0,24.0,25.0,26.0	23.0	"{""21.0"": 2626.0, ""22.0"": 396383.14, ""23.0"": 240133.91, ""24.0"": 170417.48, ""25.0"": 156967.96, ""26.0"": 8290.15}"	"{""21.0"": 2456, ""22.0"": 399134, ""23.0"": 237502, ""24.0"": 170357, ""25.0"": 157234, ""26.0"": 8135}"	"{""[21.0, 21.0]"": 4, ""[21.0, 22.0]"": 971, ""[21.0, 23.0]"": 592, ""[21.0, 24.0]"": 444, ""[21.0, 25.0]"": 415, ""[21.0, 26.0]"": 26, ""[22.0, 22.0]"": 83484, ""[22.0, 23.0]"": 95514, ""[22.0, 24.0]"": 69052, ""[22.0, 25.0]"": 63332, ""[22.0, 26.0]"": 3297, ""[23.0, 23.0]"": 29495, ""[23.0, 24.0]"": 42104, ""[23.0, 25.0]"": 38349, ""[23.0, 26.0]"": 1953, ""[24.0, 24.0]"": 14931, ""[24.0, 25.0]"": 27478, ""[24.0, 26.0]"": 1417, ""[25.0, 25.0]"": 13141, ""[25.0, 26.0]"": 1378, ""[26.0, 26.0]"": 32}"	"{""21.0"": 1598.03, ""22.0"": 245902.05, ""23.0"": 151287.78, ""24.0"": 106600.11, ""25.0"": 103268.24, ""26.0"": 5482.24}"	"{""21.0"": 1525, ""22.0"": 247394, ""23.0"": 149842, ""24.0"": 106574, ""25.0"": 103427, ""26.0"": 5376}"	"{""[21.0, 21.0]"": 1, ""[21.0, 22.0]"": 624, ""[21.0, 23.0]"": 358, ""[21.0, 24.0]"": 265, ""[21.0, 25.0]"": 260, ""[21.0, 26.0]"": 16, ""[22.0, 22.0]"": 50094, ""[22.0, 23.0]"": 60163, ""[22.0, 24.0]"": 42816, ""[22.0, 25.0]"": 41439, ""[22.0, 26.0]"": 2164, ""[23.0, 23.0]"": 18466, ""[23.0, 24.0]"": 26121, ""[23.0, 25.0]"": 24993, ""[23.0, 26.0]"": 1275, ""[24.0, 24.0]"": 9188, ""[24.0, 25.0]"": 18063, ""[24.0, 26.0]"": 933, ""[25.0, 25.0]"": 8861, ""[25.0, 26.0]"": 950, ""[26.0, 26.0]"": 19}"	0.35325685926357486	0.7196381700876268	1.977562444094888	0.0306593734875084	"{""21.0"": 0.98, ""22.0"": 0.99, ""23.0"": 0.99, ""24.0"": 1.0, ""25.0"": 1.0, ""26.0"": 0.99}"	1.29e-14	-0.0008539374617732437	-0.0013875669418486098	0.368783	False	NA	NA	False	NA	none	0:inside:BBX:protein_coding	intron:BBX:protein_coding	transcribed;BBX-205:protein_coding:5,BBX-214:protein_coding:4,BBX-208:protein_coding:4,BBX-213:protein_coding:5,BBX-206:protein_coding:1,BBX-203:protein_coding:5,BBX-201:protein_coding:1,BBX-225:processed_transcript:4,BBX-209:protein_coding:5,BBX-207:protein_coding:1,BBX-216:protein_coding:5,BBX-215:protein_coding:5,BBX-211:protein_coding:4,BBX-221:protein_coding:4,BBX-218:protein_coding:3,BBX-217:protein_coding:5,BBX-202:protein_coding:5,BBX-204:protein_coding:5
3	3_186108864_186809460	186342782	186342810	186342777	STR_1009090	6	GTTTTT	4.0,4.83,5.67,6.5,7.5	4.83	"{""4.0"": 0.0, ""4.83"": 464956.08, ""5.67"": 0.0, ""6.5"": 509861.92, ""7.5"": 0.0}"	"{""4.83"": 464325, ""6.5"": 510493}"	"{""[4.83, 4.83]"": 111510, ""[4.83, 6.5]"": 241305, ""[6.5, 6.5]"": 134594}"	"{""4.0"": 0.0, ""4.83"": 292569.28, ""5.67"": 0.0, ""6.5"": 321568.72, ""7.5"": 0.0}"	"{""4.83"": 292152, ""6.5"": 321986}"	"{""[4.83, 4.83]"": 69552, ""[4.83, 6.5]"": 153048, ""[6.5, 6.5]"": 84469}"	0.0	0.4988200569829237	0.99829703188973	0.6544832408677614	"{""4.0"": ""NaN"", ""4.83"": 0.99, ""5.67"": ""NaN"", ""6.5"": 0.99, ""7.5"": ""NaN""}"	1.83e-45	0.0019412899125430538	0.0022898506445588815	0.109626	False	NA	NA	False	NA	none	none	intergenic	untranscribed
4	4_26744338_27141468	27001675	27001686	27001675	STR_1030119	1	T	10.0,11.0,12.0	12.0	"{""10.0"": 0.0, ""11.0"": 260745.72, ""12.0"": 714072.22}"	"{""11.0"": 260779, ""12.0"": 714039}"	"{""[11.0, 11.0]"": 35041, ""[11.0, 12.0]"": 190697, ""[12.0, 12.0]"": 261671}"	"{""10.0"": 0.0, ""11.0"": 162861.35, ""12.0"": 451276.65}"	"{""11.0"": 162889, ""12.0"": 451249}"	"{""[11.0, 11.0]"": 21441, ""[11.0, 12.0]"": 120007, ""[12.0, 12.0]"": 165621}"	0.0	0.3897678958730437	0.8345392232787257	0.2349195164145335	"{""10.0"": ""NaN"", ""11.0"": 1.0, ""12.0"": 1.0}"	4.21e-08	0.0014639114136552056	0.0009138907276214441	0.0718258	False	NA	NA	False	NA	706:downstream:27000854:27000969:STIM2:protein_coding,706:downstream:27000854:27000969:STIM2:protein_coding,706:downstream:27000854:27000969:STIM2:protein_coding,706:downstream:27000854:27000969:STIM2:protein_coding,706:downstream:27000854:27000969:STIM2:protein_coding,706:downstream:27000854:27000969:STIM2:protein_coding	0:inside:STIM2:protein_coding	intron:STIM2:protein_coding	transcribed;STIM2-206:nonsense_mediated_decay:2,STIM2-209:protein_coding:5,STIM2-201:protein_coding:3,STIM2-203:protein_coding:1,STIM2-204:protein_coding:1,STIM2-202:protein_coding:1
5	5_71977924_72536777	72139421	72139434	72139419	STR_1147423	1	A	12.0,13.0,14.0,15.0	14.0	"{""12.0"": 635.76, ""13.0"": 312169.01, ""14.0"": 645548.83, ""15.0"": 16464.46}"	"{""12.0"": 623, ""13.0"": 311609, ""14.0"": 648063, ""15.0"": 14523}"	"{""[12.0, 13.0]"": 184, ""[12.0, 14.0]"": 431, ""[12.0, 15.0]"": 8, ""[13.0, 13.0]"": 50257, ""[13.0, 14.0]"": 206313, ""[13.0, 15.0]"": 4598, ""[14.0, 14.0]"": 215813, ""[14.0, 15.0]"": 9693, ""[15.0, 15.0]"": 112}"	"{""12.0"": 418.38, ""13.0"": 197281.19, ""14.0"": 406141.95, ""15.0"": 10296.48}"	"{""12.0"": 412, ""13.0"": 196887, ""14.0"": 407748, ""15.0"": 9091}"	"{""[12.0, 13.0]"": 125, ""[12.0, 14.0]"": 284, ""[12.0, 15.0]"": 3, ""[13.0, 13.0]"": 31665, ""[13.0, 14.0]"": 130503, ""[13.0, 15.0]"": 2929, ""[14.0, 14.0]"": 135466, ""[14.0, 15.0]"": 6029, ""[15.0, 15.0]"": 65}"	0.01744699074149458	0.4561916518907102	1.0155050951439737	0.448908216116349	"{""12.0"": 0.98, ""13.0"": 1.0, ""14.0"": 0.99, ""15.0"": 0.89}"	6.15e-11	-0.0014233716677735098	-0.0010008017991995379	0.0612361	False	NA	NA	False	NA	none	none	intergenic	untranscribed
5	5_130378286_131454591	131121244	131121268	131121244	STR_1176450	1	A	24.0,25.0	25.0	"{""24.0"": 845869.62, ""25.0"": 128948.22}"	"{""24.0"": 845850, ""25.0"": 128968}"	"{""[24.0, 24.0]"": 367211, ""[24.0, 25.0]"": 111428, ""[25.0, 25.0]"": 8770}"	"{""24.0"": 531972.66, ""25.0"": 82165.34}"	"{""24.0"": 531959, ""25.0"": 82179}"	"{""[24.0, 24.0]"": 230404, ""[24.0, 25.0]"": 71151, ""[25.0, 25.0]"": 5514}"	0.0	0.2318126160866112	0.5678005387826222	0.8945344124235179	"{""24.0"": 1.0, ""25.0"": 1.0}"	2.5e-09	-0.0018512758630592763	-0.0008912697181228725	0.0880945	False	NA	NA	False	NA	none	11840:upstream:AC005593.2:TEC,21415:downstream:MEIKIN:protein_coding,21568:downstream:CTB-127M13.1:protein_coding,0:inside:CTC-432M15.3:protein_coding,0:inside:FNIP1:protein_coding	multigene;intron:CTC-432M15.3:protein_coding;intron:FNIP1:protein_coding	transcribed;CTC-432M15.3-001:protein_coding:2,FNIP1-201:protein_coding:1,FNIP1-202:protein_coding:5,FNIP1-203:protein_coding:1,FNIP1-205:protein_coding:5,FNIP1-204:protein_coding:1
5	5_133702455_134040969	133836054	133836070	133836054	STR_1178062	1	T	16.0,17.0	17.0	"{""16.0"": 574487.69, ""17.0"": 400330.44}"	"{""16.0"": 574184, ""17.0"": 400634}"	"{""[16.0, 16.0]"": 169820, ""[16.0, 17.0]"": 234544, ""[17.0, 17.0]"": 83045}"	"{""16.0"": 356295.78, ""17.0"": 257842.22}"	"{""16.0"": 355953, ""17.0"": 258185}"	"{""[16.0, 16.0]"": 103115, ""[16.0, 17.0]"": 149723, ""[17.0, 17.0]"": 54231}"	0.0	0.4873283979397382	0.9816407313663102	0.7740940435210912	"{""16.0"": 0.98, ""17.0"": 0.98}"	1.01e-15	0.001873501616105555	0.001307631743301097	0.113219	False	NA	NA	False	NA	79:upstream:133835869:133835975:RNU6-456P:snRNA	98442:downstream:RP11-215P8.3:lncRNA,79:upstream:RNU6-456P:snRNA,6173:upstream:LINC01843:lncRNA,17431:upstream:RN7SL541P:misc_RNA,22234:downstream:AC005355.3:TEC,88482:upstream:CDKN2AIPNL:protein_coding,77028:downstream:RP11-215P8.1:processed_pseudogene,39748:upstream:RP11-215P8.4:lncRNA,23933:upstream:JADE2:protein_coding,7844:downstream:AC005355.1:lncRNA	intergenic	untranscribed
6	6_33383446_33780173	33530629	33530647	33530629	STR_1225873	2	GT	9.5,10.5,11.5,12.5,13.5,14.5,15.5	9.5	"{""9.5"": 346995.53, ""10.5"": 2264.37, ""11.5"": 12569.14, ""12.5"": 278968.88, ""13.5"": 298272.62, ""14.5"": 23038.25, ""15.5"": 12722.28}"	"{""9.5"": 349382, ""10.5"": 1754, ""11.5"": 11942, ""12.5"": 278676, ""13.5"": 301389, ""14.5"": 20754, ""15.5"": 10921}"	"{""[9.5, 9.5]"": 63171, ""[9.5, 10.5]"": 632, ""[9.5, 11.5]"": 4254, ""[9.5, 12.5]"": 99294, ""[9.5, 13.5]"": 108066, ""[9.5, 14.5]"": 6873, ""[9.5, 15.5]"": 3921, ""[10.5, 10.5]"": 14, ""[10.5, 11.5]"": 16, ""[10.5, 12.5]"": 438, ""[10.5, 13.5]"": 509, ""[10.5, 14.5]"": 80, ""[10.5, 15.5]"": 51, ""[11.5, 11.5]"": 79, ""[11.5, 12.5]"": 3357, ""[11.5, 13.5]"": 3708, ""[11.5, 14.5]"": 319, ""[11.5, 15.5]"": 130, ""[12.5, 12.5]"": 40504, ""[12.5, 13.5]"": 86018, ""[12.5, 14.5]"": 5571, ""[12.5, 15.5]"": 2990, ""[13.5, 13.5]"": 46967, ""[13.5, 14.5]"": 5693, ""[13.5, 15.5]"": 3461, ""[14.5, 14.5]"": 1024, ""[14.5, 15.5]"": 170, ""[15.5, 15.5]"": 99}"	"{""9.5"": 218902.6, ""10.5"": 968.83, ""11.5"": 7546.91, ""12.5"": 179165.86, ""13.5"": 188931.16, ""14.5"": 11192.42, ""15.5"": 7438.2}"	"{""9.5"": 220291, ""10.5"": 640, ""11.5"": 7108, ""12.5"": 178944, ""13.5"": 191082, ""14.5"": 9769, ""15.5"": 6304}"	"{""[9.5, 9.5]"": 39604, ""[9.5, 10.5]"": 227, ""[9.5, 11.5]"": 2561, ""[9.5, 12.5]"": 64042, ""[9.5, 13.5]"": 68501, ""[9.5, 14.5]"": 3511, ""[9.5, 15.5]"": 2241, ""[10.5, 11.5]"": 5, ""[10.5, 12.5]"": 201, ""[10.5, 13.5]"": 189, ""[10.5, 14.5]"": 10, ""[10.5, 15.5]"": 8, ""[11.5, 11.5]"": 45, ""[11.5, 12.5]"": 2025, ""[11.5, 13.5]"": 2238, ""[11.5, 14.5]"": 113, ""[11.5, 15.5]"": 76, ""[12.5, 12.5]"": 26211, ""[12.5, 13.5]"": 55574, ""[12.5, 14.5]"": 2853, ""[12.5, 15.5]"": 1827, ""[13.5, 13.5]"": 29782, ""[13.5, 14.5]"": 3045, ""[13.5, 15.5]"": 1971, ""[14.5, 14.5]"": 69, ""[14.5, 15.5]"": 99, ""[15.5, 15.5]"": 41}"	0.33593351860741644	0.6891350803479492	1.8206346288391655	0.2500699034060944	"{""9.5"": 0.99, ""10.5"": 0.86, ""11.5"": 0.98, ""12.5"": 1.0, ""13.5"": 0.98, ""14.5"": 0.96, ""15.5"": 0.86}"	9.79e-13	0.0004564108312280552	0.001158233156952642	0.990755	False	NA	NA	False	NA	none	21855:downstream:RN7SL26P:misc_RNA,9677:downstream:BAK1:protein_coding,57495:upstream:ITPR3:protein_coding,0:inside:GGNBP1:transcribed_unitary_pseudogene,23236:downstream:LINC00336:lncRNA	intron:GGNBP1:transcribed_unitary_pseudogene	transcribed;GGNBP1-203:processed_transcript:5
6	6_33942732_34531964	34182039	34182058	34182033	STR_1226209	1	A	12.0,15.0,16.0,17.0,18.0,19.0,20.0	20.0	"{""12.0"": 0.0, ""15.0"": 0.0, ""16.0"": 799240.33, ""17.0"": 11670.68, ""18.0"": 29614.58, ""19.0"": 85864.93, ""20.0"": 48451.05}"	"{""16.0"": 799769, ""17.0"": 11346, ""18.0"": 29799, ""19.0"": 86183, ""20.0"": 47721}"	"{""[16.0, 16.0]"": 329288, ""[16.0, 17.0]"": 8462, ""[16.0, 18.0]"": 23882, ""[16.0, 19.0]"": 70030, ""[16.0, 20.0]"": 38819, ""[17.0, 17.0]"": 244, ""[17.0, 18.0]"": 610, ""[17.0, 19.0]"": 1159, ""[17.0, 20.0]"": 627, ""[18.0, 18.0]"": 582, ""[18.0, 19.0]"": 2684, ""[18.0, 20.0]"": 1459, ""[19.0, 19.0]"": 3998, ""[19.0, 20.0]"": 4314, ""[20.0, 20.0]"": 1251}"	"{""12.0"": 0.0, ""15.0"": 0.0, ""16.0"": 506824.04, ""17.0"": 5759.23, ""18.0"": 16873.2, ""19.0"": 54417.64, ""20.0"": 30278.44}"	"{""16.0"": 507159, ""17.0"": 5515, ""18.0"": 17034, ""19.0"": 54581, ""20.0"": 29849}"	"{""[16.0, 16.0]"": 209581, ""[16.0, 17.0]"": 4508, ""[16.0, 18.0]"": 14053, ""[16.0, 19.0]"": 44823, ""[16.0, 20.0]"": 24613, ""[17.0, 17.0]"": 29, ""[17.0, 18.0]"": 170, ""[17.0, 19.0]"": 516, ""[17.0, 20.0]"": 263, ""[18.0, 18.0]"": 249, ""[18.0, 19.0]"": 1507, ""[18.0, 20.0]"": 806, ""[19.0, 19.0]"": 2526, ""[19.0, 20.0]"": 2683, ""[20.0, 20.0]"": 742}"	0.08615265051004023	0.3069332063095893	0.9549391370037932	0.2289210425003927	"{""12.0"": ""NaN"", ""15.0"": ""NaN"", ""16.0"": 1.0, ""17.0"": 0.97, ""18.0"": 0.99, ""19.0"": 1.0, ""20.0"": 1.0}"	9.85e-43	0.0014222777195319353	0.0024031446942771977	0.937712	False	NA	NA	True	False	none	none	intergenic	untranscribed
6	6_134371112_134674119	134518969	134519067	134518963	STR_1276011	5	AAAAT	14.4,14.8,15.8,16.8,17.4,17.8,18.8,19.8,20.8	19.8	"{""14.4"": 0.0, ""14.8"": 267.68, ""15.8"": 0.0, ""16.8"": 575813.74, ""17.4"": 1048.52, ""17.8"": 11301.09, ""18.8"": 18133.45, ""19.8"": 356630.62, ""20.8"": 11837.49}"	"{""14.8"": 293, ""16.8"": 576864, ""17.4"": 582, ""17.8"": 8794, ""18.8"": 12003, ""19.8"": 364165, ""20.8"": 12117}"	"{""[14.8, 16.8]"": 179, ""[14.8, 18.8]"": 2, ""[14.8, 19.8]"": 109, ""[14.8, 20.8]"": 3, ""[16.8, 16.8]"": 173378, ""[16.8, 17.4]"": 112, ""[16.8, 17.8]"": 2981, ""[16.8, 18.8]"": 6198, ""[16.8, 19.8]"": 213387, ""[16.8, 20.8]"": 7251, ""[17.4, 17.4]"": 10, ""[17.4, 17.8]"": 128, ""[17.4, 18.8]"": 65, ""[17.4, 19.8]"": 252, ""[17.4, 20.8]"": 5, ""[17.8, 17.8]"": 746, ""[17.8, 18.8]"": 691, ""[17.8, 19.8]"": 3425, ""[17.8, 20.8]"": 77, ""[18.8, 18.8]"": 180, ""[18.8, 19.8]"": 4509, ""[18.8, 20.8]"": 178, ""[19.8, 19.8]"": 69011, ""[19.8, 20.8]"": 4461, ""[20.8, 20.8]"": 71}"	"{""14.4"": 0.0, ""14.8"": 163.26, ""15.8"": 0.0, ""16.8"": 371832.69, ""17.4"": 216.01, ""17.8"": 3915.81, ""18.8"": 9969.55, ""19.8"": 220453.76, ""20.8"": 7724.83}"	"{""14.8"": 184, ""16.8"": 372565, ""17.4"": 11, ""17.8"": 2055, ""18.8"": 6450, ""19.8"": 224950, ""20.8"": 7923}"	"{""[14.8, 16.8]"": 111, ""[14.8, 18.8]"": 2, ""[14.8, 19.8]"": 68, ""[14.8, 20.8]"": 3, ""[16.8, 16.8]"": 113171, ""[16.8, 17.4]"": 5, ""[16.8, 17.8]"": 1274, ""[16.8, 18.8]"": 3916, ""[16.8, 19.8]"": 136141, ""[16.8, 20.8]"": 4776, ""[17.4, 19.8]"": 6, ""[17.8, 17.8]"": 6, ""[17.8, 18.8]"": 26, ""[17.8, 19.8]"": 721, ""[17.8, 20.8]"": 22, ""[18.8, 18.8]"": 33, ""[18.8, 19.8]"": 2337, ""[18.8, 20.8]"": 103, ""[19.8, 19.8]"": 41373, ""[19.8, 20.8]"": 2931, ""[20.8, 20.8]"": 44}"	0.03579736669145954	0.4975260895390813	1.1494797640560548	0.230109610158804	"{""14.4"": ""NaN"", ""14.8"": 0.9, ""15.8"": ""NaN"", ""16.8"": 1.0, ""17.4"": 0.15, ""17.8"": 0.65, ""18.8"": 0.83, ""19.8"": 0.98, ""20.8"": 0.97}"	3.9900000000000004e-32	0.0009551939260345477	0.001978581113094247	0.464746	False	NA	NA	False	NA	none	none	intergenic	untranscribed
7	7_81234051_81645935	81520935	81520949	81520935	STR_1342088	1	A	13.0,14.0,15.0,16.0,18.0	15.0	"{""13.0"": 35.3, ""14.0"": 417094.25, ""15.0"": 455514.89, ""16.0"": 102169.74, ""18.0"": 4.4}"	"{""13.0"": 20, ""14.0"": 418911, ""15.0"": 458278, ""16.0"": 97609}"	"{""[13.0, 14.0]"": 9, ""[13.0, 15.0]"": 10, ""[13.0, 16.0]"": 1, ""[14.0, 14.0]"": 89884, ""[14.0, 15.0]"": 197222, ""[14.0, 16.0]"": 41912, ""[15.0, 15.0]"": 107506, ""[15.0, 16.0]"": 46034, ""[16.0, 16.0]"": 4831}"	"{""13.0"": 9.93, ""14.0"": 263288.61, ""15.0"": 287673.37, ""16.0"": 63165.4, ""18.0"": 0.77}"	"{""13.0"": 6, ""14.0"": 263975, ""15.0"": 289576, ""16.0"": 60581}"	"{""[13.0, 14.0]"": 3, ""[13.0, 15.0]"": 3, ""[14.0, 14.0]"": 56756, ""[14.0, 15.0]"": 124418, ""[14.0, 16.0]"": 26042, ""[15.0, 15.0]"": 68260, ""[15.0, 16.0]"": 28635, ""[16.0, 16.0]"": 2952}"	0.10286953709172374	0.5831879504740887	1.36481253685626	0.9372753926079218	"{""13.0"": 0.93, ""14.0"": 0.98, ""15.0"": 0.99, ""16.0"": 0.98, ""18.0"": ""NaN""}"	1.48e-08	0.000999592535955246	0.0009220523764418247	0.180547	False	NA	NA	False	NA	none	28570:downstream:AC006145.1:miRNA,54811:downstream:CACNA2D1:protein_coding	intergenic	untranscribed
7	7_92108242_92452026	92284324	92284340	92284322	STR_1347427	1	T	15.0,16.0,17.0,18.0,19.0	17.0	"{""15.0"": 2013.18, ""16.0"": 260838.17, ""17.0"": 685210.77, ""18.0"": 26538.2, ""19.0"": 217.99}"	"{""15.0"": 1795, ""16.0"": 260424, ""17.0"": 695276, ""18.0"": 17249, ""19.0"": 74}"	"{""[15.0, 15.0]"": 2, ""[15.0, 16.0]"": 488, ""[15.0, 17.0]"": 1275, ""[15.0, 18.0]"": 28, ""[16.0, 16.0]"": 35116, ""[16.0, 17.0]"": 185109, ""[16.0, 18.0]"": 4587, ""[16.0, 19.0]"": 8, ""[17.0, 17.0]"": 248276, ""[17.0, 18.0]"": 12275, ""[17.0, 19.0]"": 65, ""[18.0, 18.0]"": 179, ""[18.0, 19.0]"": 1}"	"{""15.0"": 1368.31, ""16.0"": 164817.76, ""17.0"": 430688.05, ""18.0"": 17201.07, ""19.0"": 63.03}"	"{""15.0"": 1234, ""16.0"": 164579, ""17.0"": 436938, ""18.0"": 11387}"	"{""[15.0, 15.0]"": 1, ""[15.0, 16.0]"": 324, ""[15.0, 17.0]"": 886, ""[15.0, 18.0]"": 22, ""[16.0, 16.0]"": 21894, ""[16.0, 17.0]"": 117410, ""[16.0, 18.0]"": 3057, ""[17.0, 17.0]"": 155296, ""[17.0, 18.0]"": 8050, ""[18.0, 18.0]"": 129}"	0.03033911486570564	0.4216537318062247	0.983208407874488	0.3202312931209104	"{""15.0"": 0.96, ""16.0"": 0.99, ""17.0"": 0.98, ""18.0"": 0.8, ""19.0"": ""NaN""}"	1.03e-13	0.0015498424397346314	0.0010868078595646586	0.0676906	False	NA	NA	False	NA	none	none	intergenic	untranscribed
