chrom	start	end
11	5408606	5709496
11	7905947	8178304
11	15644438	16100864
11	19545657	19795657
11	30446347	31642087
11	47253396	47587140
11	57277964	57791611
11	57957908	58207908
11	64805026	65735649
11	68688014	69375771
11	77819085	78411462
11	87072069	87322324
11	111029072	111385202
11	111403785	111685028
11	114823413	115077050
11	118851354	119101354
11	121444680	121786507
11	128135357	128515927
11	128566920	128816976
12	209824	680220
12	3093584	3554915
12	4294628	4685485
12	12078876	12336187
12	15122238	15638602
12	23749265	24010410
12	31500882	31799246
12	48039758	48304044
12	48443501	48905358
12	52180069	52533873
12	53214034	53498962
12	53608529	54197180
12	57021069	57271069
12	57440845	57973639
12	65808646	66190136
12	78642274	78957826
12	80076832	80326832
12	81960837	82392502
12	83999490	84322030
12	90226334	90476335
12	97878457	98152060
12	109003472	109283466
12	112830616	113080616
12	115346920	115597111
12	120920601	121612278
12	124258813	124617313
12	124750303	125003766
13	27543862	27982806
13	42553357	42907887
13	44468911	44718911
13	45258866	45508866
13	48338123	48850432
13	50000287	51548481
13	72206984	72525565
13	73972003	74314974
13	109700632	109950632
13	110890628	111189417
14	31569666	32054325
14	37443235	38199239
14	50530307	50974397
14	51082741	51332741
14	54286696	54546917
14	72946853	74375730
14	88697068	89477730
14	92944980	93243229
14	93266377	93769622
14	94010195	94260195
14	99616812	99875520
14	100540096	100957064
14	101051928	101312027
15	39116566	39449525
15	40564526	40814526
15	41116567	41912585
15	44973209	46258362
15	49160001	50129817
15	53646386	54254428
15	57604289	58066790
15	63198779	63774494
15	65150427	65572268
15	73967153	74217153
15	74336720	78105424
15	78434808	78712744
15	81012513	81296790
15	82301713	82706817
15	82809620	83059620
15	83090134	83847059
15	84521691	85508640
15	93300874	93684178
15	98228825	98492100
15	99078496	99445851
16	1872004	2286793
16	2444810	2694810
16	3426799	3872042
16	6691001	6941001
16	20156414	21305280
16	30036282	30539607
16	51054010	51337775
16	51562013	51980817
16	53029361	53500964
16	67482987	67732987
16	67866972	68116972
16	68169800	68552182
16	69423788	69943983
16	71497207	72120989
16	72877421	73219122
16	84681958	84931958
16	88959927	90200100
17	1394332	1654662
17	1833536	2133278
17	7044299	7294299
17	17428133	17769396
17	18790263	20111271
17	35976633	36226633
17	36939942	37199268
17	37224710	38498932
17	43235057	43492152
17	44806399	45072958
17	45085472	45335472
17	45813051	46064408
17	48501389	48759564
17	54500629	54920135
17	57468504	57718504
17	57853986	58103986
17	58158614	58408614
17	58457538	59658087
17	66260201	66664847
17	70278690	70528690
17	79402707	79789426
18	5448994	5726403
18	18530451	19037711
18	24322786	24577435
18	42578666	42910733
18	46168749	46872014
18	53069961	53540063
18	59123493	59511587
18	60835310	61085310
18	77025335	77361974
19	1105677	1363322
19	3244753	3494753
19	3824529	4095694
19	4344320	4636281
19	13095703	13345703
19	14044134	14345811
19	18258506	19008783
19	19204924	19871151
19	31770107	32106144
19	32904646	33769908
19	34665194	34961820
19	36106719	36522350
19	37222750	38598275
19	38810259	39402154
19	40575129	40994618
19	45259778	45553234
19	46054043	46327172
19	49089066	49361465
19	53232172	53482172
20	677796	927796
20	1373986	1623986
20	25119120	26005733
20	31159805	31543546
20	32388699	34936044
20	39501351	39819707
20	42909016	43161452
20	52584718	52920949
20	55865405	56271503
20	57332769	57602812
20	60384209	61104674
20	62014177	63025520
21	16363686	16926395
21	35123672	35593605
21	37679221	37961477
21	46777273	47056109
22	18780964	19187254
22	23991586	24307174
22	27853272	28103888
22	29816937	30719803
22	30773015	31171315
22	31634187	32174019
22	36418898	36681823
22	38380347	38739517
22	40277817	41175014
22	41814668	42813085
22	42976397	43279299
22	50344853	51098231
