chrom	start	end
2	191319555	192093830
2	198926823	199500153
2	199437018	200737885
2	200721168	201221168
2	201511136	202629562
2	202676254	203697875
2	208479540	209006352
2	210814876	211315542
2	215953672	216678760
2	217349731	218866926
2	218691916	220506984
2	223667285	224213874
2	224611161	226193984
2	226443125	227736155
2	230880183	231400946
2	231949478	234144001
2	238981723	239887675
2	241416628	242871939
3	8296992	8803238
3	9725386	10592987
3	11375811	11932129
3	12252955	12988605
3	13286488	14736017
3	22875457	23474632
3	23712646	24658237
3	25133666	25661681
3	29802399	30331785
3	32847489	34154026
3	36717084	37519678
3	37636102	38303538
3	40907024	41666684
3	42793647	43442583
3	45360284	45888521
3	46342530	53729895
3	55158177	55780187
3	55766020	57045220
3	57183225	57948874
3	57718183	58401947
3	61249487	61915606
3	61722129	62288941
3	67089356	67676281
3	72130265	72778247
3	87055728	87599897
3	93964235	94464235
3	98122226	100174774
3	104067068	104567068
3	112574212	113255743
3	113949650	115464586
3	117266836	117925255
3	122645315	123381254
3	124921110	125505186
3	128046787	128565616
3	128539886	130073382
3	133529876	134608947
3	135234352	137366656
3	140775987	141654593
3	141965173	142933950
3	145486497	146121497
3	146723383	147542393
3	148464249	148964249
3	149251080	149766674
3	151658989	152233261
3	155630570	156130570
3	155979977	157343047
3	157340843	158535280
3	168842995	169582833
3	169451455	170081268
3	171521754	172546986
3	183287698	183788524
3	183694011	184270542
3	184593418	186077955
3	187105305	187802491
3	187772311	188577019
3	189557632	190057632
3	190379975	191172399
4	464889	2268162
4	2608005	3785914
4	4766883	5302136
4	6666263	7318987
4	7594754	8189008
4	8142724	8908448
4	9761321	10303431
4	12355017	13514141
4	13286617	13935775
4	17305649	18520350
4	18383519	18883519
4	25092606	25658838
4	38315100	38952996
4	38813614	40443538
4	42727551	43227551
4	44871873	45384713
4	48184922	49574633
4	52411630	53166480
4	53968086	54616971
4	56017473	56746785
4	56665061	57189713
4	57458306	58167126
4	72897931	73917593
4	80973858	82678605
4	83038175	83538175
4	86373513	87010684
4	86785344	89025243
4	97325988	97920151
4	100144210	100907673
4	102452364	103637161
4	104122565	104625394
4	104807621	106806654
4	109026830	109878380
4	114633122	115146904
4	120172407	121040884
4	122411021	123096028
4	122857088	123555496
4	123337690	124506835
4	129354804	129872147
4	139714055	140384722
4	143964991	146491836
4	146576444	147101785
4	149469444	149969444
4	151742734	152242734
4	152030333	152927527
4	157363630	158035885
4	175604023	176108682
4	181650205	182150205
4	183664380	184503083
4	186447494	186957604
4	186993741	187493741
4	189647714	190147714
5	0	652231
5	6454551	7040691
5	28948368	29453583
5	31278627	31783952
5	31712029	32212029
5	32422263	33788165
5	35903781	36431627
5	36431820	38077759
5	39105591	39687622
5	39776293	40276293
5	41029237	43198276
5	44739263	45350129
5	50168865	50734720
5	52494900	53045785
5	54075369	55571822
5	55544632	56527372
5	58178705	58864985
5	64095499	65316507
5	66703795	67896642
5	71466874	72662461
5	77042802	78065123
5	78060191	78573656
5	78664226	79231550
5	87976422	89316542
5	89901589	90670644
5	95277057	96015413
5	97936545	98436545
5	101412386	102961524
5	107111376	107611376
5	107650840	108668336
5	111760749	112504377
5	114523970	115330488
5	115713239	116213239
5	121019498	121673121
5	122398571	123388998
5	123695171	124281873
5	126747060	127247060
5	127001031	128192076
5	128553099	132205528
5	133577615	134782562
5	137200345	138038495
5	138382030	139396652
5	139514132	140245786
5	140272425	141302870
5	142370153	143040752
5	142892403	143422805
5	149048808	149574376
5	156450715	157053499
5	158114449	158767246
5	158634119	159185685
5	166634368	167134368
5	167960330	168552616
5	170511753	171843902
5	171921137	172448639
5	172273457	173272921
5	175593884	176105431
5	175933066	177472617
5	178178830	178955430
5	179250722	180040552
5	180365933	180910259
6	1366265	2625830
6	3548956	4048956
6	6616385	7147489
6	6926468	8136905
6	15146935	15730698
6	18219619	18798766
6	19451645	20201328
6	21805469	22352423
6	25164325	33472053
6	33281802	36589143
6	36836284	37336284
6	38913201	39437886
6	39597279	40097279
6	41221389	42264304
6	42699125	43615360
6	44255379	45658316
6	45409895	45909895
6	47091463	47958334
6	56558717	57141979
6	71830144	72457115
6	75712953	76900319
6	79909439	83195613
6	83008886	84661252
6	85013811	85722129
6	87535581	88088783
6	89543894	90127116
6	99865002	100411940
6	104772235	105918762
6	108245950	109270634
6	109402236	110411104
6	115932024	117821934
6	117609112	118239912
6	125795148	127689893
6	129548859	130080341
6	129867284	130980087
6	130734766	131705383
6	132016315	132516315
6	132343091	132872337
6	133361571	134099789
6	135975316	136477558
6	138949890	139601193
6	139769188	140988349
6	141033638	143333978
6	148802679	149302679
6	151448596	152771013
6	155297800	155899655
6	156228608	156838256
6	158399121	159199664
6	160419718	161219738
6	163842291	164431368
6	165639031	166139031
6	165903804	166834842
6	168466944	169332400
6	169088054	169906531
7	336907	862635
7	1307646	1836239
7	2237344	3181827
7	5077814	5645553
7	7750712	8465543
7	12001560	12526045
7	12323119	12865992
7	15462852	15971178
7	17699807	18203829
7	18398426	19172292
7	18935177	20183974
7	20083435	20966209
7	22859316	24556888
7	25314584	26304105
7	27311844	28657150
7	28463577	29143108
7	32297070	33778762
7	34828980	35554164
7	37697103	38403444
7	41938538	42489557
7	45705029	47120634
7	50331972	51130630
7	55552063	56455592
7	64836756	66612857
7	72456794	73231883
7	73039579	73742035
7	76884132	77840681
7	84295533	84910086
7	86855176	87355176
7	91155630	92927588
7	92899068	93538572
7	93786656	94306044
7	96341668	96861052
7	98613749	100322772
7	100357587	101293928
7	101857635	102357635
7	120471025	121169495
7	121704709	122254779
7	122446041	123011872
7	129413496	129913496
7	130372564	130906186
7	134127266	134698000
7	134753130	135700898
7	137287526	137908446
7	139462418	141055883
7	143569400	144102421
7	148110753	149257953
7	150248508	151311376
8	4531874	5072246
8	8000204	9869909
8	10036615	10584617
8	11219077	11843222
8	12413064	12936438
8	12761273	13638640
8	19017830	19633467
8	21527476	22119727
8	21978970	22520290
8	22839742	24456426
8	24994270	25689538
8	25876461	26516834
8	27241654	27814846
8	30050915	30738688
8	40913687	41789868
8	48792139	49839245
8	54215508	54715508
8	56257512	56757512
8	56563099	57975182
8	60242909	61191645
8	67180804	67865881
8	68558454	69058454
8	69882848	70423749
8	75541023	76487126
8	77511919	79428234
8	92014383	92514383
8	116199100	116895056
8	117227450	117836720
8	119831031	121578547
8	123719205	124245237
8	123997681	124705548
8	126197168	126776063
8	127755150	128282672
8	128349672	128851016
8	128726251	129526706
8	130275397	131692851
8	134355583	134874572
8	134790999	136090571
8	141302183	141813510
8	142070537	142610257
8	143671083	144749812
8	144518317	145783974
9	4490251	4990251
9	13611802	14176247
9	14189816	14710182
9	16150150	17671060
9	18379283	18879283
9	18742772	19242772
9	21892756	22479733
9	33412083	34017480
9	34108694	34608694
9	35436564	36200625
9	78218808	79060344
9	83005161	83665167
9	83975652	84483764
9	84739093	85379970
9	85972717	86947799
9	88620898	89420857
9	89373396	90201180
9	90343953	91311756
9	93960046	94736321
9	94674384	95890171
9	95913260	100089037
9	99847508	100347508
9	100490124	101047597
9	101488188	102104310
9	103634375	104146668
9	108380267	110161084
9	112676808	113268755
9	113428305	114585873
9	115918755	116419303
9	116787915	117301847
9	117640567	119740572
9	123101121	124578533
9	125260785	126483079
9	127903244	128998566
9	129375226	130179844
9	133164686	133887470
9	135831319	136652345
9	136632821	137290503
9	138830679	139875380
10	4618303	5311978
10	7194842	7722693
10	11625086	12459752
10	12642927	13378647
10	16909192	17409192
10	18150311	18650311
10	22649041	23149041
10	23463792	24086719
10	23926183	24457357
10	24908161	25627328
10	27453725	28635930
10	28530293	29243896
10	29241325	29758589
10	30863978	31379883
10	31826799	32527479
10	34427759	34945333
10	43393466	43943727
10	50257975	50787013
10	52473732	53047543
10	52974483	53588334
10	54087611	54714011
10	61147399	62033595
10	61806744	62447950
10	63468479	64018959
10	64199879	64856237
10	64624754	65632316
10	69650776	71055261
10	71110697	71610697
10	79267758	80164330
10	80651780	81622231
10	87770583	88271537
10	89344580	90083475
10	92676315	93902429
10	94610602	95259325
10	97509583	98219369
10	98305220	99036219
10	99543012	100284296
10	101597715	102608045
10	102376510	103022283
10	103141386	103722102
10	103970301	105441397
10	105214082	105944301
10	114103465	114603465
10	115538495	116064806
10	119747476	120281952
10	120172177	120769944
10	120673781	121962667
10	123141674	123916098
10	123781254	124578533
10	124530005	125030005
10	124804048	125355668
10	125997226	126925932
10	127502706	128002706
10	130893149	131703891
10	133489005	134035336
11	0	447337
11	1636676	2444175
11	2490934	3112244
11	8005408	8514525
11	9139875	9800673
11	9783265	10583849
11	11483393	12259140
11	12390248	13150347
11	12980507	13602405
11	13618018	15408596
11	16778390	17671886
11	17683321	18413571
11	18242758	18948811
11	19941600	20441600
11	26543052	27266447
11	30010674	30770163
11	44947060	45503866
11	45700428	51032333
11	50843950	51843954
11	54450697	56811996
11	57187551	57770849
11	57536913	58099265
11	58013036	58667882
11	59007706	59870206
11	61292006	61874181
11	64541585	68777600
11	68562024	69724158
11	69541952	70291216
11	72085322	72609787
11	74017149	75022535
11	74781995	75665940
11	75940886	76497662
11	76997439	77860220
11	85045384	85776399
11	88932666	89630389
11	94417964	94917964
11	94737033	95237033
11	95094210	95622478
11	116723929	117347222
11	118228404	118996769
11	119746966	120616078
11	121588675	122192166
11	122549675	123120683
11	125482845	126461727
11	127653854	128293977
11	128249000	129412967
11	130028773	130528773
12	65391	930676
12	830874	1827423
12	3088920	3666630
12	3783760	4669392
12	8577455	9397569
12	11605093	12186380
12	12538190	13541026
12	14222896	15233471
12	20277912	21112939
12	21117345	21660978
12	23740170	24529585
12	25871931	26433086
12	27745650	29802566
12	31397153	31897153
12	33788957	34351471
12	46263442	47840896
12	48098352	49029434
12	50125477	51909590
12	53203456	53865077
12	53619931	54284783
12	56117901	57036833
12	56896069	57790848
12	57639077	58667674
12	59593473	60241003
12	64499372	64999372
12	64849660	66833762
12	68665132	69390339
12	69368426	70540921
12	70571673	71071673
12	77154016	78030157
12	91219477	91751492
12	92258104	92771198
12	93308573	94752835
12	96404685	97049409
12	100983665	101483665
12	101846702	103681416
12	103936193	104666841
12	106710182	107777013
12	109648913	110296051
12	111349838	112309557
12	114856688	115365826
12	115937660	116975560
12	116925828	117756904
12	120134155	125128993
12	131367309	131868102
12	132318660	132882910
12	133130790	133736532
13	20883049	21867112
13	22519280	23019280
13	28145297	28645297
13	29829596	30732024
13	32436348	32950872
13	32746332	33632028
13	38863649	39421356
13	39280217	39928987
13	39983181	40641617
13	40859429	41650902
13	42455501	43032887
13	46344619	46844619
13	46812093	47549045
13	47986232	48486232
13	48495128	49390602
13	49489504	51582576
13	55243614	55743614
13	56382381	56882381
13	73002947	74130195
13	78256184	78875855
13	80370642	81079093
13	85657673	86187338
13	91722137	92313074
13	99209161	99841528
13	100927241	101509427
13	113779385	114279385
13	114389782	115169878
14	21286477	22228285
14	23473506	24223808
14	24356928	25153964
14	35273487	35840862
14	35613074	36538411
14	36730700	37394516
14	39430788	40048858
14	54941220	55579331
14	55785579	56403307
14	59408725	60397638
14	60334085	61833340
14	63571806	64119097
14	64365541	65900954
14	68020311	68975826
14	70136625	70888156
14	73209336	74180688
14	74129984	75325505
14	75831664	76797525
14	85279702	85779702
14	92025721	92897274
14	93153760	93856902
14	94171279	95234755
14	95289737	95804142
14	100891726	101599454
14	102532109	103245068
14	103567659	104398705
14	105018104	105527209
14	105626061	106252352
15	35488193	35988193
15	37655339	38155339
15	38083086	38909278
15	40681148	41181148
15	40956330	42422343
15	42770324	43713535
15	48422583	49323916
15	50558947	51922166
15	60531513	61036776
15	61147660	61877090
15	61866866	62649564
15	63495819	64418582
15	65447050	66373579
15	66347329	68777845
15	69709937	70322178
15	70095281	70749875
15	70540049	71040049
15	71805688	73896411
15	73819450	78117682
15	81563286	82107224
15	83313577	83835402
15	83751991	86591282
15	88786809	90594352
15	90372504	90873540
15	90641566	91612488
15	94301607	94816815
15	95577926	96079524
15	96803969	97326008
15	98853633	99832565
15	100258847	101356334
15	101308562	102265858
16	77060	1504791
16	1273412	1822594
16	1578030	3008283
16	3523490	4291953
16	4051129	5212259
16	8725585	9473446
16	14037835	14709324
16	14523958	15397954
16	15866181	16392079
16	18994424	19529548
16	20444067	21189509
16	24417460	25138646
16	29619176	30462983
16	30402439	30949189
16	49603190	50140829
16	50824915	51373320
16	52907084	53817931
16	66545354	68678844
16	68878053	70915988
16	71333859	72908719
16	72818163	73365674
16	73534722	74228491
16	74908001	75766739
16	77795400	78597216
16	78979734	79488563
16	81306322	81988525
16	81902710	82474098
16	83730529	84234236
16	84484782	85451405
16	86456756	86983521
16	87005510	87505510
16	88207170	88707170
16	88466342	89335743
16	89131305	90354753
17	675304	1178078
17	1364812	2233368
17	6981792	7950063
17	7763197	8453694
17	9781571	10282167
17	17470319	18798418
17	20885730	21534673
17	25355803	25894069
17	26697476	30153835
17	29923581	30640417
17	36574673	37469142
17	37890274	38853549
17	39657952	40157952
17	40591906	41155383
17	41401925	42180241
17	42147660	47784574
17	48992036	49626664
17	53922840	54539047
17	54316812	55197969
17	55490786	56020778
17	56206120	57055753
17	59092769	59937103
17	59841670	60429848
17	60288777	60989682
17	60744706	61392225
17	61290113	63087601
17	63264208	64092250
17	63941587	64581156
17	65572573	66554681
17	66326439	66826439
17	66831278	67331278
17	67115927	67747563
17	67610207	68426435
17	69057999	69576988
17	69606464	70298025
17	70873063	71414376
17	73051052	73677269
17	75913596	76656185
17	76411269	77178556
17	78794900	79676756
17	79649272	80430346
17	80213726	80787742
18	0	581506
18	2406989	3074618
18	12678541	13414588
18	19896761	21804254
18	22443032	23119123
18	29495283	30044353
18	32773749	33347189
18	41109380	41609380
18	41507339	42149726
18	42284291	42784291
18	42726598	43239212
18	44148111	45182591
18	45316811	46137180
18	45997143	47384175
18	50587362	51216870
18	52807188	53425966
18	55839858	56339858
18	57471198	58300672
18	76923944	77487142
19	1849820	2773781
19	3116786	3825343
19	3734788	4444133
19	4515029	5491356
19	5958532	6526235
19	6856909	7499778
19	8315043	9006672
19	9973092	11528681
19	11758555	13523358
19	13929671	14543622
19	16172046	16675503
19	17001915	17772309
19	17862020	18392682
19	18265796	18881332
19	19079924	20050467
19	21290755	22002408
19	30035548	30594536
19	30732165	31301857
19	35876061	36531251
19	36412315	36912315
19	37126756	38281165
19	38032490	38722344
19	39149277	39785887
19	40657671	41471751
19	41601186	42197242
19	42250373	43109407
19	43707990	44530837
19	45180280	45772732
19	45969958	46620381
19	46648234	47233360
19	47474564	47974564
19	48360394	48937779
19	48866760	49660191
19	49801560	50432697
19	54505709	55019366
19	55484957	56327943
19	56770025	57298394
20	2967228	3636692
20	3499886	3999886
20	3781061	4355699
20	4779130	5365036
20	5934644	7184897
20	6993540	7493540
20	10648334	11224926
20	13009045	13535843
20	17370092	18023410
20	19816701	20598253
20	20861710	21621371
20	25861992	26361992
20	29766050	30736907
20	30711882	36236704
20	35991338	36491338
20	36249331	36749331
20	36829079	37329079
20	37314892	37848622
20	37999287	38905629
20	39401420	40513709
20	42043880	42566582
20	43253276	44175467
20	44239066	44753099
20	46983768	48892702
20	48642955	49481641
20	54560882	55212772
20	57184900	58034527
20	60354639	60854639
20	60698140	61235164
20	61190005	61832138
20	62580802	63025520
21	17105049	17652034
21	28030322	28692933
21	29759776	30762216
21	34716932	35216932
21	35317987	35973576
21	37434956	38000829
21	38182325	38744918
21	39156706	39958557
21	41210412	41710412
21	44954320	45631539
21	46784922	47288218
21	47123129	47812232
22	17084053	17584053
22	17375915	17875915
22	20519004	21066563
22	21824296	22394169
22	27794325	28333520
22	28091062	29698404
22	29973888	30842487
22	32770619	33681322
22	35389497	35962614
22	37852346	38352346
22	38257047	38915815
22	39010032	39811902
22	39579460	40108196
22	40958244	41458244
22	41789509	42589525
22	42865570	43820463
22	45445549	46102513
22	45899099	46877603
22	49917652	50417652
