chrom	start	end
11	107858096	108531943
11	118841521	119311403
11	122278053	122710573
11	128155668	128620193
12	586496	910226
12	6315009	6645494
12	9284841	10180211
12	10425007	10770460
12	12396151	13024030
12	14287919	14546965
12	26188849	26514038
12	47205227	47455227
12	48061738	48787407
12	48893384	49263958
12	50402851	50695127
12	56271768	56607180
12	89728181	89978181
12	90426551	90676579
12	101736832	102023323
12	110204431	113575599
12	122005500	122337023
12	123322928	124706237
12	124762059	125012059
12	133195136	133466612
13	28479007	28729007
13	41028585	41802832
13	42799883	43189910
13	46563259	46850556
13	50117696	51463325
13	72378638	72666352
13	74387690	74838019
13	99672647	100184055
13	114080883	114377002
13	114383212	115169878
14	23560442	23928826
14	35154510	35996217
14	50287380	50564160
14	64774516	65241638
14	65395246	65734412
14	69054971	69321978
14	75834341	76152855
14	98406606	98793778
14	99597290	99918593
14	103104494	104488528
15	40262728	40513492
15	40607793	41237360
15	43808941	44152885
15	48483083	48793941
15	58634940	58917406
15	69839858	70173157
15	74927994	75483053
15	81462757	81725451
15	90418529	91326561
16	3980786	4286793
16	4289987	4572771
16	8903541	9153541
16	10895455	11432024
16	23913775	24217588
16	27951858	28394529
16	29047695	29346318
16	29859373	31274142
16	56862765	57205866
16	66409231	67126696
16	67259058	68675421
16	69231694	70054137
16	78433239	78683239
16	84412644	84720007
16	85811389	86061389
16	88382538	88987568
16	89237277	89487277
17	1807777	2377496
17	2581583	3065720
17	4420581	5489926
17	7016140	7329182
17	7453671	7703671
17	15330099	16341205
17	16347850	17290636
17	17439549	18155240
17	19297361	19568445
17	28896580	29273357
17	35615855	36143073
17	37317962	38414003
17	38590186	38994490
17	40471171	41038366
17	41644135	41894135
17	42209012	42459012
17	42779720	44406544
17	57371417	58201004
17	61856269	62138474
17	72548667	72861350
17	72910793	73192482
17	73981084	74650030
17	80849394	81134813
18	20257974	20757007
18	53113972	53363972
18	60658211	61039434
18	74650853	74900853
18	77031103	77399170
19	898597	1365536
19	2027018	2289351
19	3831719	4246026
19	6475954	6800989
19	7290064	7621969
19	10156986	10839058
19	12998188	13282540
19	13763558	14278293
19	14374614	14624616
19	15440646	15701661
19	16112181	17119564
19	17516126	17820053
19	17983708	18250199
19	33622911	34021432
19	40611623	40986863
19	42555219	42865217
19	44028100	44508324
19	45270266	45520266
19	46722901	47019786
19	47500315	47865491
19	48722840	48985655
19	48985930	49265809
19	49324843	49586305
19	51594476	51863917
19	51990833	52269572
19	55568286	55823509
19	55865603	56120764
20	1793305	2074783
20	3559022	3881209
20	4007364	4279092
20	8477727	8788423
20	11052055	11359911
20	17532714	17782714
20	20264553	20621794
20	25317997	26116371
20	29414588	29664588
20	30524834	31688176
20	33764704	34750424
20	39112558	39411471
20	41890635	42179931
20	42690738	42940738
20	48990218	49335635
20	52048154	52335626
20	57425273	57987329
21	16246102	16556444
21	37270314	37520405
21	47630511	48089643
22	19835184	20136159
22	21622094	22124292
22	24496826	24791338
22	28240155	30747010
22	39345327	39700848
22	40416831	40939500
22	41381964	42746007
