chrom	start	end
14	100946592	101368252
14	102389227	103748110
14	104513441	104916892
14	105329529	105909927
15	39116109	39449690
15	42099183	45163700
15	50070949	50816645
15	56705659	57723471
15	63089158	63742219
15	64318147	65353184
15	74991167	76062795
15	78410420	78712744
15	85035349	85497645
15	86089664	86339664
15	90453542	90703542
15	91377166	91686182
15	99122795	99404950
16	330497	918516
16	3923020	4800722
16	4895514	5154497
16	8850399	9224988
16	11219903	11568183
16	28155918	29222297
16	30737135	31003366
16	31279571	31564969
16	52953630	53500964
16	58428550	58775262
16	68452765	68967480
16	69128667	69378667
16	69803145	70053145
16	75179497	75641739
16	78375424	78737480
16	79569565	79881197
16	81737959	82017895
16	85032997	85859476
16	87763088	88218162
16	88383781	89165329
17	613545	868672
17	1807777	2436375
17	3689429	3942609
17	4574947	5423456
17	7142585	7918367
17	15893061	16155675
17	16561286	17311698
17	17923608	18251893
17	18376863	18631384
17	19672869	20528618
17	26756730	29860829
17	33697919	34458145
17	35615855	36091490
17	37281922	37886185
17	41941576	43401993
17	43659777	44977612
17	45814709	47118948
17	55287563	55591426
17	56258744	56542002
17	57369609	58171076
17	59111155	59411263
17	61834890	62084890
17	63632052	64503442
17	66956278	67206278
17	72548667	72850864
17	76218601	76468961
17	77725624	78227517
17	80269080	80519080
18	640920	952535
18	9314544	9762317
18	20040080	20466079
18	20531037	21247494
18	21358568	21608568
18	22336178	22596557
18	41843564	42313283
18	43433630	44007652
18	48819611	49104614
18	53085302	53694894
18	55964858	56243358
18	57203396	57470190
18	60779552	61045854
18	67386645	67997700
18	71804688	72054688
18	72767650	73047457
18	73282888	73551923
18	77030419	77356946
19	955189	1296031
19	1875327	2357049
19	3272616	3591222
19	4353141	4627282
19	6677571	6933355
19	10084167	10870764
19	12636171	13198080
19	14018151	14274862
19	15211392	15572022
19	15897027	16612176
19	17016245	17434577
19	17738319	17988334
19	18958591	20547435
19	32911830	33215353
19	33628200	33878200
19	35527248	35812807
19	35886878	36171888
19	37460988	37710988
19	38600650	39377238
19	41700191	41951020
19	45008475	46499916
19	48649102	48947505
19	49064315	49384529
19	51593317	51863917
19	54515137	54802189
19	55363180	55833573
19	58047208	58316937
19	58752060	59128983
20	1529074	1779074
20	1793487	2074783
20	3556399	3807730
20	8477727	8940818
20	11025594	11336742
20	24463588	26413113
20	29296325	30735376
20	30769862	31442902
20	31841698	32450942
20	39048783	39397959
20	42655018	43064426
20	43471259	43844985
20	44280013	44552221
20	45819659	46069659
20	48947636	49249440
20	54854788	55116584
20	55903022	56154604
20	56918925	58028081
20	60929977	61185986
20	62023124	62498079
21	16246102	16556444
21	35135481	35483762
21	36242434	36607678
21	37387080	37637080
21	39710031	40034364
21	40338283	40911415
21	43228369	43478369
22	17948013	18377442
22	19563471	20138813
22	28054823	28315414
22	29323809	29944004
22	30165492	30427238
22	30553530	30964346
22	31154536	31513038
22	35555095	35855085
22	37288669	37621847
22	41349285	42039434
22	42971996	43696315
22	44199558	44525149
22	50035058	51246416
