str-gene	gene_name	sample_n	GT_n	p_values	slope	error	shuffled_p	shuffled_slope	shuffled_error	BF_p	FDR_p	rej	Tissue	Sample_tshld
chr19_49525050-ENSG00000090554.12	FLT3LG	441	3	0.321579988866474	-0.019350086677388304	0.0194951953643412	0.7895143317163069	0.01531247537497452	0.05732085140024061	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_49525050-ENSG00000161618.9	ALDH16A1	441	3	0.24091847897489696	0.033374475975097656	0.028413610566262355	0.7043664781611705	0.02199587371720503	0.05792523906698114	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_49525050-ENSG00000104872.10	PIH1D1	441	3	0.12840821137408176	0.029130591341569693	0.019116483694182704	0.1882973434914195	0.07857190632717986	0.059610660005483415	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_49525050-ENSG00000104888.9	SLC17A7	441	3	0.3475960120152819	-0.022279444347892054	0.023689735405378408	0.4173163988617433	0.04675008651030725	0.0575738016319632	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_40795370-ENSG00000269858.5	EGLN2	428	8	0.5025074872383145	-0.014973189223882022	0.022306868433991697	0.4922746149360738	0.03942876658488189	0.057358456181269835	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_40795370-ENSG00000167578.17	RAB4B	428	8	0.17719357649066125	0.03945666286214153	0.029180891022002095	0.8593689355004864	0.010532027877653494	0.05940007365928776	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_40795370-ENSG00000261857.6	MIA	428	8	0.529223966217496	-0.017845902067623813	0.028335290450739268	0.934864463223554	-0.004756688036499911	0.0581613849893995	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_40795370-ENSG00000077312.8	SNRPA	428	8	0.8271625029449788	0.00507305688805218	0.02321724705415308	0.9565383968749388	-0.003213552216159037	0.0589246658693926	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_40795370-ENSG00000188493.14	C19orf54	428	8	0.002671093844995082	0.10060556383709973	0.03326195349268235	0.3068030696618929	0.06120892059919988	0.05980758271951341	0.07211953381486721	1.0	False	Adipose_Subcutaneous	200
chr19_40795370-ENSG00000086544.2	ITPKC	428	8	0.7471489453937241	0.009413380669574246	0.029174985697455795	0.492704419166107	-0.04125656095486247	0.060077099036513364	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_40795370-ENSG00000123815.11	COQ8B	428	8	0.13875964281583128	0.028962937789453736	0.019519825122909663	0.7633881215123934	-0.017676778274574124	0.05867487702117832	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_35046809-ENSG00000221946.7	FXYD7	441	3	0.9287398040678214	0.0018700180021417488	0.020895945900301558	0.9427933044769116	-0.003880778245096089	0.05404332498797708	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_35046809-ENSG00000266964.5	FXYD1	441	3	0.3829385085533799	-0.016228205854040324	0.018577459441987583	0.4492602710057985	0.03966365305760368	0.052364011475671206	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_35046809-ENSG00000153902.13	LGI4	441	3	0.3347621331227816	0.02232208868447081	0.02311167007609501	0.10327735645403516	-0.08517568255677463	0.052151547256470976	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_35046809-ENSG00000089356.18	FXYD3	441	3	0.9053082821476623	-0.0007737912994742477	0.0065002274126697325	0.3038874726718214	0.05532204946050946	0.05373288420567085	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_35046809-ENSG00000105707.13	HPN	441	3	0.8084440349243028	0.004464188020857574	0.018400771537703368	0.5148512339188456	0.034316564008240014	0.052638022019120184	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_35046809-ENSG00000105711.11	SCN1B	441	3	0.3605531749343602	0.022914606927846547	0.02503080028654396	0.6711496933615912	-0.022767763036277824	0.053582276807465225	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_35046809-ENSG00000089351.14	GRAMD1A	441	3	0.22388850632147514	0.022036117549097702	0.018087435360876317	0.3893454506747741	0.04509611751514225	0.052326180180550505	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_35046809-ENSG00000180884.9	ZNF792	441	3	0.9146541150987	0.0029673244618556	0.027668942766659373	0.8261230273049696	-0.011738785517711056	0.05339852106722983	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_15225582-ENSG00000141867.17	BRD4	441	3	0.1434015965011011	0.01978130998834422	0.013489910420784556	0.8542235103729507	-0.009264828725820242	0.05039021029196891	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_15225582-ENSG00000074181.8	NOTCH3	441	3	0.5752899547381379	-0.00875461665200377	0.015611509023039512	0.2898755990479669	-0.05362218519429835	0.05059052749213711	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_15225582-ENSG00000105135.15	ILVBL	441	3	0.5264707873457608	0.012856546355749524	0.02027821960043317	0.2422156317912965	-0.05928052932870806	0.050608464713618496	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_7183260-ENSG00000171105.13	INSR	393	13	0.4030184266140593	-0.01583531458236638	0.018911051442901488	0.004957864816876254	0.16167086867357672	0.05713816617874756	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_7183260-ENSG00000130544.11	ZNF557	393	13	0.04997807096165991	-0.07565898853156272	0.03845207414651644	0.18262743104466644	0.07822420242734829	0.0585679452147375	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_3466223-ENSG00000183397.5	C19orf71	357	7	0.0676735451793182	-0.0572616443133398	0.0312187963370142	0.6892545021459502	0.024772669630081214	0.06188881851730605	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_3466223-ENSG00000161091.12	MFSD12	357	7	0.5698267227865623	0.010808623938204205	0.018996774481877463	0.15361894014095726	-0.08719183006052011	0.06094339992186645	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_3466223-ENSG00000105325.13	FZR1	357	7	0.8884111897380041	0.0024393323548215703	0.01736904574373313	0.5656914253828371	-0.037135812487850105	0.06457459091085682	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_3466223-ENSG00000129932.7	DOHH	357	7	0.7402037564885241	-0.0070377930903572986	0.021203992642181167	0.11428361076165187	-0.0994524827494849	0.0627809703017873	1.0	1.0	False	Adipose_Subcutaneous	200
chr19_3466223-ENSG00000141905.17	NFIC	357	7	9.761114693987346e-05	-0.08336245134394903	0.021089088419334767	0.8616995144467626	-0.010949271218280815	0.06279338945768521	0.006735169138851269	0.1515603388574297	False	Adipose_Subcutaneous	200
chr18_69868804-ENSG00000206052.10	DOK6	412	10	0.6265625665147571	0.016938598436248897	0.034780363441481575	0.7933092005812681	-0.01886163695737675	0.0719297361426805	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_81101636-ENSG00000141577.13	CEP131	440	3	0.5838485597214769	-0.010122533852525315	0.01846306288834746	0.8663928017139406	0.008882459481068843	0.05275862067937656	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_81101636-ENSG00000181409.11	AATK	440	3	0.2656389904482997	0.01407451904305026	0.01262439432704878	0.9484388955685767	-0.0035282269944983125	0.05452226245621786	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_81101636-ENSG00000175866.15	BAIAP2	440	3	0.3311250627083889	0.025180465375971173	0.02587540756441853	0.5740427197824023	-0.02969809404193066	0.05278598600145711	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_81101636-ENSG00000176108.9	CHMP6	440	3	0.20463945128090694	-0.028565412332311236	0.0224799091209184	0.9078089826346976	0.0062959205207661975	0.05433006952298869	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_78402398-ENSG00000187775.16	DNAH17	389	17	0.2323325069879868	-0.03564314425026605	0.0297851100928355	0.017239730223722858	-0.13291727411130547	0.05551568674455728	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_78402398-ENSG00000087157.18	PGS1	389	17	0.9145841916158984	-0.002171871004220915	0.02023275925330792	0.8716508949971931	0.009249344914912621	0.05720295281699062	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_78402398-ENSG00000184557.4	SOCS3	389	17	0.6321685654855732	-0.01912297248608452	0.039910691099908996	0.4828098701366205	0.03943279054515518	0.05612229094460122	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_78129115-ENSG00000089685.14	BIRC5	376	16	0.756731889873173	0.0040370067585217394	0.013020232127332157	0.05193388668882381	0.1166387590206368	0.059771863948221364	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_78129115-ENSG00000183077.15	AFMID	376	16	0.1567422435206601	0.031744271952264265	0.0223607002920738	0.8642603831459731	0.010092842940173277	0.058988269748123975	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_78129115-ENSG00000167900.11	TK1	376	16	0.7458291642612405	-0.005402761645036528	0.016652549782666906	0.6636192808278587	-0.024714197633090542	0.05676855584272255	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_78129115-ENSG00000167895.14	TMC8	376	16	0.016836734291787774	-0.044025040919768214	0.018316232104462885	0.18399157030707725	-0.0763783688111242	0.057357780977105664	0.5051020287536332	1.0	False	Adipose_Subcutaneous	200
chr17_78129115-ENSG00000141524.15	TMC6	376	16	0.10257315539420712	0.044160435058501014	0.026968646952577426	0.9589518992983186	-0.002915527822069809	0.05659942325096784	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_78129115-ENSG00000078687.17	TNRC6C	376	16	0.206209624900424	0.02351351460127433	0.018561622473531363	0.3633848322488301	-0.050950287447777035	0.055970238667533735	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_59721716-ENSG00000062716.12	VMP1	435	7	0.9850516761973214	-0.0003637702992317221	0.019402090693267645	0.3284939323587943	0.052673444470076124	0.053832096315091636	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_59721716-ENSG00000141378.14	PTRH2	435	7	0.9560262593555438	-0.0011073411868690387	0.020068106460993964	0.6195463899033258	-0.026724745180673158	0.05378054089444353	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_59721716-ENSG00000141367.11	CLTC	435	7	0.8241802800666203	0.002497389377598689	0.011232645248840262	0.4840671449549516	-0.037511049809802084	0.05354906522419885	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_40021072-ENSG00000126368.5	NR1D1	438	6	0.07257113760823773	0.0607021316148626	0.0337095041069517	0.3462956862986566	0.05066702129317754	0.05372841877724669	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_40021072-ENSG00000126351.12	THRA	438	6	0.691930373865026	-0.008699988965642001	0.021939098139826408	0.7586581713186131	-0.016622661406434508	0.05406194106164513	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_40021072-ENSG00000008838.19	MED24	438	6	2.417322369198313e-05	0.12457588287302496	0.02912274497940945	0.7312558114550309	-0.018523949325938413	0.05389265766784699	0.0010636218424472576	0.03055592992099075	True	Adipose_Subcutaneous	200
chr17_40021072-ENSG00000108342.12	CSF3	438	6	0.5272517088687987	-0.02692725723322172	0.042551538220107335	0.7269720550062722	0.01966235942414203	0.05627055536703734	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_40021072-ENSG00000108344.14	PSMD3	438	6	0.5138892122844021	0.00916908454410684	0.014032155915441227	0.4844989617138708	0.03824821780340491	0.05465589777415286	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_40021072-ENSG00000167914.11	GSDMA	438	6	1.3430415843023276e-15	0.2708250563567011	0.03239416269656032	0.037443405362941086	-0.11540967146484273	0.05525850795877303	5.372166337209312e-14	8.706015482894031e-12	True	Adipose_Subcutaneous	200
chr17_40021072-ENSG00000172057.9	ORMDL3	438	6	0.004390315978298231	0.0605601886437975	0.021126126236556585	0.7320452268617579	0.018706393645008583	0.05459026023759486	0.15805137521873633	1.0	False	Adipose_Subcutaneous	200
chr17_39685490-ENSG00000161405.16	IKZF3	360	6	0.4230340574045453	0.01878147043806868	0.023408952535794853	0.36120195964284174	-0.05453948233704493	0.05963577466030516	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_39685490-ENSG00000141738.13	GRB7	360	6	0.13331485945669955	0.015642197133598844	0.010390456045407821	0.7020936284338003	-0.023708432814839808	0.06192141921936399	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_39685490-ENSG00000141741.11	MIEN1	360	6	0.8273402836529586	-0.004134490992892106	0.018938290693612456	0.9535743135673428	-0.003366292829842521	0.05777067260897911	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_39685490-ENSG00000141736.13	ERBB2	360	6	0.5324483298704539	-0.007989869320172809	0.012783133823857509	0.9778519538697252	0.0016769963570819127	0.060353304879189586	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_39685490-ENSG00000161395.13	PGAP3	360	6	1.6326722254784252e-05	-0.07467074489229995	0.017029223794849658	0.06133624604609561	-0.10709460931819297	0.057012104554723386	0.0003755146118600378	0.012246921627365688	True	Adipose_Subcutaneous	200
chr17_39685490-ENSG00000141744.3	PNMT	360	6	0.5743140337825652	0.017393387096445494	0.030929498925884355	0.336246457245562	-0.05615710421262857	0.0583009028881474	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_39685490-ENSG00000173991.5	TCAP	360	6	0.26609379603779604	-0.06512104972734528	0.05844216834497861	0.6321378627823082	0.02859718808438321	0.05967261005328248	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_39685490-ENSG00000131748.15	STARD3	360	6	0.6124586182276937	-0.010764954358800406	0.021227460665147392	0.0939569426941181	0.09768047954712976	0.058126742356474435	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_39685490-ENSG00000131771.13	PPP1R1B	360	6	0.4850530144246913	0.023162931018277308	0.033132146098736284	0.2917877046289893	0.0623698822668115	0.0590535951202652	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_39338536-ENSG00000125686.11	MED1	430	3	0.4081561077455528	0.013052803516053237	0.015761929140883518	0.015512964877135363	0.13815960014606754	0.0568117411950689	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_39338536-ENSG00000108306.11	FBXL20	430	3	5.455932480316306e-07	-0.07519026961656884	0.014735024091448591	0.4592207884472047	0.04337264558931194	0.058537655166760814	3.219000163386621e-05	0.0013566810582514026	True	Adipose_Subcutaneous	200
chr17_29551005-ENSG00000167549.18	CORO6	422	5	0.9777338710955334	0.0007388990761123329	0.02645524872487589	0.2308920139120564	-0.06794714314185711	0.05661488056028983	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_29551005-ENSG00000198720.12	ANKRD13B	422	5	0.000113023120972514	0.07973301827897977	0.020416339910251845	0.8642401350290854	-0.009830771285958821	0.05745439200885909	0.002486508661395308	0.0640349542950689	True	Adipose_Subcutaneous	200
chr17_29551005-ENSG00000167543.15	TP53I13	422	5	0.00437098473019371	-0.06402417531582423	0.022316931536943682	0.4640645745833937	-0.039914809234605365	0.05445558534301833	0.10053264879445532	1.0	False	Adipose_Subcutaneous	200
chr17_29551005-ENSG00000168792.4	ABHD15	422	5	0.08330246648993239	0.035931147369665344	0.020687802638746703	0.3298224132261301	-0.05218943898437412	0.053481643077472996	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_29551005-ENSG00000160551.11	TAOK1	422	5	0.0044289703381364225	0.04027042596686856	0.014058007893978023	0.2073321778738241	-0.07108417300185291	0.05626927228237643	0.230306457583094	1.0	False	Adipose_Subcutaneous	200
chr17_7823348-ENSG00000170049.9	KCNAB3	380	6	0.2843737852393096	0.04249602392078318	0.039626067873800346	0.2014281663195747	0.09233702163403984	0.07212442023980324	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_7823348-ENSG00000179859.9	AC025335.1	380	6	0.08662146605168293	-0.03713458941966672	0.02160214566030837	0.06863459051026267	0.11234952669313716	0.0614852551112875	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_7823348-ENSG00000170004.16	CHD3	380	6	0.1296898993192874	0.0384908427478264	0.025332626146973704	0.33982280735955794	0.06870612976111731	0.07186773006874916	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_7823348-ENSG00000182224.11	CYB5D1	380	6	0.7516222586157397	0.016875929169988618	0.05327239059426495	0.6318990996501707	0.03448048501236696	0.07190367982881565	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_7823348-ENSG00000183011.13	NAA38	380	6	0.868433009120076	-0.0038931495859408217	0.023482651178515026	0.3491406386653152	-0.06852409935287879	0.07307716695862602	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_7823348-ENSG00000167874.6	TMEM88	380	6	0.20770006277334827	-0.055660148893952606	0.044084314894324114	0.29630438941936643	0.07350920706408301	0.07026450982632287	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_7823348-ENSG00000132510.10	KDM6B	380	6	0.8539955370746277	0.005115258576157977	0.02777339787735194	0.7209507737692269	-0.02617757852191609	0.0732203810641852	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_2593585-ENSG00000132361.16	CLUH	344	8	0.2979564812036179	-0.019801237398443368	0.018987849488525763	0.2178368465211259	0.07544318776076113	0.06107864511400447	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_2593585-ENSG00000007168.12	PAFAH1B1	344	8	0.834918764452385	0.0038922812416586853	0.0186591781315253	0.7716111149526264	0.017044714947531764	0.05866165655113295	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_2593585-ENSG00000127804.12	METTL16	344	8	0.07299279641509683	0.032819512944771034	0.018234083886724647	0.03836087378060015	0.12869475404006867	0.061837744801479765	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000196155.12	PLEKHG4	428	9	0.9194931970426388	-0.002812797712527609	0.02780975833539953	0.4165111470884225	-0.0482683037509745	0.05933830717198362	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000135740.16	SLC9A5	428	9	0.14311259602600493	0.03898692698680711	0.02656587677858024	0.9292158903536129	-0.005313529459400709	0.0597733204734732	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000135723.13	FHOD1	428	9	0.9485729421545062	0.001943421793584848	0.030109700342221112	0.5383049519375842	-0.03645722638980027	0.05918593116998054	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000168701.18	TMEM208	428	9	0.8880823663423564	0.002812004795689557	0.01996701541819797	0.6060533570118862	0.029225838189126337	0.0566198468147463	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000125122.15	LRRC29	428	9	0.16327125265973685	0.04665720748174905	0.03339675981896426	0.6673307765682789	-0.024928542015622456	0.05794989436529361	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000102890.14	ELMO3	428	9	0.1019703874966815	0.022518535611696342	0.01373391144044576	0.0072107490361230904	0.15592775183106805	0.05769474251773012	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000205250.8	E2F4	428	9	0.317745023605094	-0.015889071711810657	0.015880902244240363	0.9592158037721854	0.0029417368315910013	0.05748508958849813	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000179044.15	EXOC3L1	428	9	0.01934971384715659	0.08536407698300452	0.0363335421824337	0.8878843594069672	0.00796190311739099	0.05643404528403816	0.34829484924881865	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000140939.14	NOL3	428	9	0.6729360305195619	-0.011002363036078086	0.026042738248149327	0.973402712209002	-0.0019293403687974386	0.057826120741930186	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000102878.16	HSF4	428	9	0.7590187633820666	0.007606582061909293	0.024776597120940963	0.4623323304984295	0.04335571599641727	0.058922268324420365	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000135722.8	FBXL8	428	9	0.3568144942555688	0.0212896714670728	0.023074312344344004	0.5282475617327588	0.03704329553482085	0.058677198131311635	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000102871.15	TRADD	428	9	0.462176203682482	-0.016203458484990326	0.02201350706296001	0.2566293537261373	0.06587844116435074	0.057979899267673725	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000237172.3	B3GNT9	428	9	0.4221488759402693	0.01603016296104256	0.019947145966911026	0.1978425429233872	0.07298672637103858	0.0565725137511492	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000125149.11	C16orf70	428	9	0.6843844450010478	0.007027714160160782	0.017274657992050878	0.3760277476649965	0.050492700778012885	0.05696665069757025	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000067955.13	CBFB	428	9	0.3101808960134227	-0.01746030247741714	0.017180273467033498	0.09690102613446047	-0.09655326116240656	0.05800800423492719	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_20353759-ENSG00000169347.16	GP2	373	7	0.4568191441933008	-0.01206440034461398	0.016192466366203796	0.07598018424324761	0.1005818479099774	0.0564851158773104	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_98649031-ENSG00000140443.13	IGF1R	351	4	0.13461250063360475	0.026725913628654008	0.017810816925973996	0.18265657888833967	0.07975737099987988	0.05970010362703972	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_74668728-ENSG00000140465.13	CYP1A1	420	17	0.744224867529626	0.017884458264233818	0.05477215431078338	0.10165650551545047	-0.09541559946275698	0.0581363327236047	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_74668728-ENSG00000179151.11	EDC3	420	17	0.1520392692149913	0.04206170877724805	0.02930045648432446	0.252541154453144	-0.06713527943675501	0.058576582486097824	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_74668728-ENSG00000179335.18	CLK3	420	17	0.15362512251908714	-0.022996658471258112	0.01608180462407647	0.8311675301852529	-0.012545921931596428	0.058800135071525726	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_68286475-ENSG00000137809.16	ITGA11	416	7	0.6761203590164614	-0.008720047719319795	0.02085527303596444	0.2699113448638664	-0.05751182018413775	0.05204417330975411	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_68286475-ENSG00000169018.5	FEM1B	416	7	0.000135566750605374	-0.06133457910806905	0.015889882114463908	0.897283617387091	-0.007146695771637428	0.055319462612990034	0.003118035263923602	0.07810559071892817	True	Adipose_Subcutaneous	200
chr15_68286475-ENSG00000129007.14	CALML4	416	7	0.4014041758903314	0.02133259536724836	0.02539103148651421	0.8632549583862842	0.009363283557379616	0.05432338811952162	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_68286475-ENSG00000033800.13	PIAS1	416	7	0.06003389789813349	0.03975958724392793	0.021072483779502032	0.3569866805352907	-0.0478744256281011	0.05190380085950832	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_67241039-ENSG00000103591.12	AAGAB	390	21	0.3321786251857624	-0.019565855870688573	0.020145525673676005	0.5220970276317914	0.03615731427997436	0.0564225541526097	1.0	1.0	False	Adipose_Subcutaneous	200
