str-exon	gene_name	sample_n	GT_n	p_values	slope	error	shuffled_p	shuffled_slope	shuffled_error	BF_p	FDR_p	rej	Tissue	Sample_tshld
chr17_81101636-ENSG00000175866.15_24	BAIAP2	440	3	0.5949104407185393	-0.026228730178657917	0.04928851941073503	0.3519828248476484	0.04636270085088248	0.04975591483257577	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_81101636-ENSG00000175866.15_23	BAIAP2	440	3	0.5889357120398995	-0.026562352543698608	0.049116607687960084	0.2011302443047768	0.06454585344123683	0.05041149216441917	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_81101636-ENSG00000175866.15_22	BAIAP2	440	3	0.4220472462082404	-0.039595372585948835	0.04926791658635661	0.8623177295693925	0.00881118261812372	0.050775337896631696	0.8440944924164808	1.0	False	Adipose_Subcutaneous	200
chr17_78402398-ENSG00000087157.18_5	PGS1	389	17	0.08904918318816901	-0.08254135428962467	0.04841086992842302	0.17934163831405392	0.07139941117493187	0.053069698622031126	0.26714754956450704	1.0	False	Adipose_Subcutaneous	200
chr17_78402398-ENSG00000087157.18_4	PGS1	389	17	0.9035419609586604	-0.006371400426131018	0.05253759476924008	0.8364685224391176	0.010787489493265558	0.05222412509394885	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_78129115-ENSG00000141524.15_17	TMC6	375	16	0.0017190674898877366	0.14784155234623025	0.04679315844999618	0.42532102678890304	0.04217461123898459	0.05283968781793147	0.005157202469663209	0.09415309873009306	True	Adipose_Subcutaneous	200
chr17_78129115-ENSG00000141524.15_16	TMC6	376	16	0.0005139126238738398	0.15982449330034507	0.045583652519987056	0.15725634911530054	-0.07575566745418169	0.05344669113295147	0.0015417378716215196	0.03457778341092304	True	Adipose_Subcutaneous	200
chr17_78129115-ENSG00000141524.15_15	TMC6	376	16	0.0013140172865241564	0.14856257619833507	0.04586462740419893	0.036748864189967666	0.11267250266918345	0.0537407011139397	0.003942051859572469	0.07533922211067044	True	Adipose_Subcutaneous	200
chr17_78129115-ENSG00000141524.15_10	TMC6	376	16	0.7316396382876401	-0.014603347065246125	0.04254806991921891	0.016244955563058956	0.12846635640076298	0.05319330243907862	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_78129115-ENSG00000141524.15_5	TMC6	375	16	0.5957334186556117	0.02714952137181531	0.051125692419056734	0.01968606191707048	0.1275927059106356	0.0544542984183506	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_78129115-ENSG00000141524.15_4	TMC6	368	16	0.04407038761023425	-0.1061149972902871	0.05250857561980651	0.2672645411505351	0.06064402830858321	0.05457519150539633	0.2203519380511713	1.0	False	Adipose_Subcutaneous	200
chr17_40021072-ENSG00000008838.19_19	MED24	438	6	0.02481120479405148	0.10799969434907132	0.04794445563146568	0.19542765473304835	0.06721263916408751	0.05182962078933297	0.1240560239702574	0.8935676808038991	False	Adipose_Subcutaneous	200
chr17_39685490-ENSG00000161395.13_4	PGAP3	358	6	0.028492637022050994	0.11779258155560128	0.053540405432983655	0.4755647725635831	-0.039230083158519335	0.05492346690294073	0.05698527404410199	0.554475397729756	False	Adipose_Subcutaneous	200
chr17_39685490-ENSG00000161395.13_3	PGAP3	357	6	0.4928448126716911	0.03793299835201575	0.0552511509445398	0.0194211600296684	0.1300466570657417	0.05536621415592622	0.9856896253433822	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000205250.8_5	E2F4	428	9	0.9607769484005672	0.0025908508276239533	0.05264954799206607	0.9627517453972084	-0.0026070921030223767	0.055790637035873517	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000205250.8_4	E2F4	428	9	0.7180993687330307	-0.01891377577678885	0.05235580341058015	0.08075818058769668	-0.09366868288221243	0.05350283406402522	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENSG00000179044.15_4	EXOC3L1	423	9	0.06833770864534178	-0.10225263827898012	0.05594420457197154	0.17271275665514813	-0.0762276178255111	0.05580333687910568	0.20501312593602533	1.0	False	Adipose_Subcutaneous	200
chr15_63071202-ENSG00000140416.19_15	TPM1	440	6	0.4699978555788543	0.025556123810100383	0.03534006632695237	0.01657814315804794	-0.11935032502066813	0.04961051627213472	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_63071202-ENSG00000140416.19_14	TPM1	440	6	0.05372192555994791	0.06715613430157194	0.03471317542524994	0.7827914854052198	0.013763730089441659	0.04989340350221902	0.21488770223979164	1.0	False	Adipose_Subcutaneous	200
chr15_63071202-ENSG00000140416.19_13	TPM1	440	6	0.03761170590042735	0.07583683666145978	0.036358965676185705	0.6645821864282375	0.021225604246736127	0.04891734830338874	0.1504468236017094	0.9886633634422228	False	Adipose_Subcutaneous	200
chr15_63071202-ENSG00000140416.19_12	TPM1	440	6	0.024022205113585958	0.07435301007852996	0.03282509374594215	0.9625848321201552	-0.0023332328238486483	0.04970816291804458	0.09608882045434383	0.7694781576979298	False	Adipose_Subcutaneous	200
chr15_63071202-ENSG00000140416.19_9	TPM1	440	6	0.38983557206944375	0.02092989984428096	0.024313854598327564	0.972280546031424	-0.0017212937117901915	0.0495062208507969	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_63071202-ENSG00000140416.19_8	TPM1	440	6	0.7627814540551827	-0.008250079618089802	0.02731545776412529	0.6261895761321042	-0.024066337718125486	0.04937069053287841	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_51223259-ENSG00000137869.14_13	CYP19A1	387	3	0.08162696791888767	0.08750827456298861	0.05011318249098037	0.4936879912365106	0.03568395386620897	0.05208169414715368	0.16325393583777534	1.0	False	Adipose_Subcutaneous	200
chr14_103425240-ENSG00000075413.17_6	MARK3	428	9	0.34752178670199463	0.0448001018082835	0.04763379575685485	0.8063843860441069	-0.01212881026719915	0.04945385736162085	1.0	1.0	False	Adipose_Subcutaneous	200
chr12_123244433-ENSG00000130921.7_3	C12orf65	437	3	0.004065566220177224	0.11441096535071195	0.0395978003935337	0.6540001962781272	-0.022407974152713755	0.049957539078256286	0.02032783110088612	0.2707185912433228	False	Adipose_Subcutaneous	200
chr12_102415239-ENSG00000017427.15_5	IGF1	434	4	0.6215912876779247	-0.022375347338453342	0.04529664410783037	0.341709774600759	0.04779476246562836	0.050209557511794484	1.0	1.0	False	Adipose_Subcutaneous	200
chr12_51008215-ENSG00000110911.14_11	SLC11A2	394	13	0.35740515153848906	0.04879531327644894	0.05295319064978595	0.7003370426033897	-0.02034526971413918	0.05282198519796258	1.0	1.0	False	Adipose_Subcutaneous	200
chr12_51008215-ENSG00000110911.14_10	SLC11A2	394	13	0.22079264735393714	0.06448251892068445	0.0525739302559587	0.2810133503243921	0.0568052883830519	0.05261522641431842	0.8831705894157486	1.0	False	Adipose_Subcutaneous	200
chr12_51008215-ENSG00000110911.14_6	SLC11A2	358	13	0.4679867298345714	0.03790860822295055	0.05217285194500886	0.04969357904095741	-0.10888276464869036	0.0552757690557839	1.0	1.0	False	Adipose_Subcutaneous	200
chr11_126411153-ENSG00000110080.18_17	ST3GAL4	417	4	0.7966408888196707	0.012761721676811371	0.049488385167419005	0.7539955568601309	0.015880304207839528	0.05063937175225836	1.0	1.0	False	Adipose_Subcutaneous	200
chr11_126411153-ENSG00000110080.18_16	ST3GAL4	417	4	0.5877090111196013	0.02670930417976856	0.04922385534997077	0.9136970227832664	0.005528720739784861	0.050980931968320674	1.0	1.0	False	Adipose_Subcutaneous	200
chr11_126411153-ENSG00000110080.18_13	ST3GAL4	417	4	1.7894810662668477e-11	-0.3260352586886502	0.04707135420241955	0.7717748562396063	0.014667528464737432	0.05053311879460578	1.7894810662668477e-11	1.7566119630021836e-09	True	Adipose_Subcutaneous	200
chr11_126411153-ENSG00000110080.18_12	ST3GAL4	417	4	0.8815775781191854	0.007624029709818354	0.05114488327913465	0.07031125399768155	0.09209997285113734	0.050747295706962126	0.8815775781191854	1.0	False	Adipose_Subcutaneous	200
chr11_72759871-ENSG00000214530.8_13	STARD10	433	3	0.4808220915366771	0.03460173008225539	0.049036554963405234	0.9407764670301608	-0.003667417454414124	0.049333033689118434	0.4808220915366771	1.0	False	Adipose_Subcutaneous	200
chr11_72759871-ENSG00000214530.8_12	STARD10	435	3	0.9086599156473804	0.005073270724326811	0.04419215271659452	0.7094651287521692	-0.01809888724381816	0.048544006459089024	0.9086599156473804	1.0	False	Adipose_Subcutaneous	200
chr11_10696219-ENSG00000072952.18_2	MRVI1	420	11	0.06446706889914959	0.08399229129301232	0.04529968432713085	0.1721504010964143	-0.0715321456581507	0.052296504760334914	0.1934012066974488	1.0	False	Adipose_Subcutaneous	200
chr11_10696219-ENSG00000072952.18_3	MRVI1	432	11	0.0240690898695616	0.11085046813848062	0.04895063535140083	0.03430749540597388	0.10889558674806628	0.051278260786325205	0.0722072696086848	0.6440076334281871	False	Adipose_Subcutaneous	200
chr11_245642-ENSG00000185627.17_13	PSMD13	337	40	0.15771320404415695	-0.05295235341859782	0.03738974933347144	0.1070881015036683	-0.08594441764817276	0.053179866090295735	0.7885660202207847	1.0	False	Adipose_Subcutaneous	200
chr11_245642-ENSG00000185627.17_12	PSMD13	337	40	0.2675405782900404	-0.041178749565044616	0.03707322021278959	0.9048693409556638	-0.006803641144009661	0.056881735372013874	1.0	1.0	False	Adipose_Subcutaneous	200
chr11_245642-ENSG00000185627.17_3	PSMD13	337	40	0.005714744742581413	-0.14183264027946396	0.050962233875599686	0.2300119543657347	0.06889300359070967	0.057282165832976975	0.03428846845548848	0.3930342428884319	False	Adipose_Subcutaneous	200
chr11_245642-ENSG00000142082.14_1	SIRT3	337	40	0.3801454286381658	-0.045553342258259084	0.05183095059059799	0.7210394209402249	-0.020718619989846213	0.057971233033527865	1.0	1.0	False	Adipose_Subcutaneous	200
chr9_120813367-ENSG00000095261.13_10	PSMD5	398	12	0.29783722390148964	-0.053079703059111125	0.05091350896997116	0.6768015505044824	-0.022277494719321524	0.05340256338323388	0.29783722390148964	1.0	False	Adipose_Subcutaneous	200
chr6_34237683-ENSG00000186577.12_3	C6orf1	407	3	0.14761053240111394	0.07671095270539692	0.05286838962219274	0.7209685976844435	-0.019936507231600568	0.05577742714256695	0.4428315972033418	1.0	False	Adipose_Subcutaneous	200
chr5_141573990-ENSG00000131504.15_8	DIAPH1	380	6	0.5316241010299912	0.032931961169202516	0.052594733633450484	0.6560362639004379	-0.023758500135181555	0.053297597948340464	1.0	1.0	False	Adipose_Subcutaneous	200
chr4_122327099-ENSG00000138688.15_68	KIAA1109	413	9	0.4466714059544028	-0.03384204330899865	0.04442641420651068	0.41195348997976	0.04273685982977509	0.05203240959939543	0.4466714059544028	1.0	False	Adipose_Subcutaneous	200
chr4_82942134-ENSG00000189308.10_6	LIN54	421	6	0.8381516629984492	0.01041848204397087	0.050972704909095216	0.6443982743674356	0.023436613885871864	0.050738098287756835	1.0	1.0	False	Adipose_Subcutaneous	200
chr3_171780542-ENSG00000075651.15_7	PLD1	413	7	2.256868964004564e-08	-0.2449746721696948	0.042902642621011663	0.8562048411059148	0.009333473847002385	0.05147270930188109	4.513737928009128e-08	2.801481508376547e-06	True	Adipose_Subcutaneous	200
chr3_141987266-ENSG00000114126.17_11	TFDP2	400	12	0.4769514470540408	0.034833980772652894	0.048928750635361735	0.4664402944162309	-0.037493781835846215	0.0514296233484666	1.0	1.0	False	Adipose_Subcutaneous	200
chr3_141987266-ENSG00000114126.17_12	TFDP2	383	12	0.2840151788028125	-0.05550061654040132	0.0517265706226372	0.8258914402832667	0.011557510163639984	0.052501688120934566	1.0	1.0	False	Adipose_Subcutaneous	200
chr3_128484635-ENSG00000179348.11_5	GATA2	417	5	0.7841755764570743	0.012383660686581182	0.04518422262399082	0.8278668692483976	0.011086078879808598	0.05095074793387245	0.7841755764570743	1.0	False	Adipose_Subcutaneous	200
chr3_58389659-ENSG00000168297.15_8	PXK	392	8	0.940092045346174	-0.0034355283895294445	0.04568159870251415	0.7786551188320071	0.015297920063542563	0.05438682398729148	0.940092045346174	1.0	False	Adipose_Subcutaneous	200
chr3_58389659-ENSG00000168297.15_7	PXK	388	8	0.6900923574916931	-0.017870734280245347	0.044783202307823414	0.5206769408657983	-0.036199973971618685	0.056304591324325234	0.6900923574916931	1.0	False	Adipose_Subcutaneous	200
chr3_58389659-ENSG00000168297.15_6	PXK	395	8	0.9005239794240147	-0.005545516502496376	0.044333724719644016	0.19421528696544266	0.07259857847641016	0.05582005221256797	0.9005239794240147	1.0	False	Adipose_Subcutaneous	200
chr3_58389659-ENSG00000168297.15_5	PXK	396	8	0.5030700635745341	-0.03634552993839181	0.054220775657319774	0.7384290151901103	0.01866070485684585	0.055839268368789816	1.0	1.0	False	Adipose_Subcutaneous	200
chr2_111150883-ENSG00000153094.22_10	BCL2L11	415	8	0.10856677109780788	0.08240163493641803	0.051232900408459715	0.4569799536285482	-0.039858297551505086	0.05353167352389123	0.10856677109780788	0.8249427040462706	False	Adipose_Subcutaneous	200
chr1_150579759-ENSG00000143384.12_2	MCL1	435	9	0.8779323851464872	0.005757194880665281	0.0374604775954732	0.9384007232268204	-0.003764909755514287	0.04868769398184928	1.0	1.0	False	Adipose_Subcutaneous	200
chr22_29967918-ENSG00000100330.15_3	MTMR3	315	13	0.336321711217048	-0.052116714371209766	0.05411534485174845	0.6523570774422682	0.02629154764328541	0.05830116975580404	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr19_55051418-ENSG00000160439.15_8	RDH13	265	8	0.4227091445571547	-0.05230665709397861	0.06512966147688083	0.9826451446662848	0.001404553871955364	0.06450105367502622	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr19_49525050-ENSG00000142552.7_4	RCN3	346	3	0.2499915054834913	-0.06596082867376606	0.05723438755586328	0.4247742954601021	0.0507787649023292	0.06353770534875512	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr19_49525050-ENSG00000104870.12_10	FCGRT	346	3	0.03835938198883426	-0.12085510061250987	0.05811423246693505	0.6120681735723121	-0.032470442965291516	0.06396560006938888	0.07671876397766852	0.7661178562152436	False	Adipose_Visceral_Omentum	200
chr19_49525050-ENSG00000104870.12_9	FCGRT	346	3	0.032873442825176284	-0.12399698546724287	0.057862776624513564	0.9902452717594016	0.0007689684727961647	0.06284665901995087	0.06574688565035257	0.7052180229958968	False	Adipose_Visceral_Omentum	200
chr19_49525050-ENSG00000104870.12_8	FCGRT	346	3	0.02779640399957444	-0.08886415619296098	0.040205235162933416	0.7757991622631663	0.01775156129349421	0.06227763841287514	0.05559280799914888	0.6401686366762634	False	Adipose_Visceral_Omentum	200
chr19_49525050-ENSG00000104870.12_7	FCGRT	346	3	0.00391862437540087	0.13647949639671392	0.04696707682062285	0.1898439680631795	-0.08241119117347953	0.06272541971506794	0.00783724875080174	0.16496064935382415	False	Adipose_Visceral_Omentum	200
chr19_40795370-ENSG00000269858.5_2	EGLN2	336	8	0.6559504762100759	-0.026311777847037983	0.05900251246052528	0.8793499146869771	-0.00905782261159428	0.05962268673721475	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr19_3466223-ENSG00000141905.17_12	NFIC	282	6	0.29097876746701073	-0.04702996498000177	0.04444457202100988	0.5179413514916584	-0.041777431476537084	0.06452891462276845	0.5819575349340215	1.0	False	Adipose_Visceral_Omentum	200
chr17_81101636-ENSG00000175866.15_28	BAIAP2	344	3	0.6012846938585645	0.025109482909935414	0.04800323179020448	0.8466771805185472	0.0110990034139766	0.05735383020406552	0.6012846938585645	1.0	False	Adipose_Visceral_Omentum	200
chr17_81101636-ENSG00000175866.15_27	BAIAP2	344	3	0.3185487540904869	-0.057802881897349785	0.057859798203205325	0.7557207062404933	-0.017763127933485404	0.05704749553666385	0.3185487540904869	1.0	False	Adipose_Visceral_Omentum	200
chr17_81101636-ENSG00000175866.15_26	BAIAP2	344	3	0.31215224202884995	-0.05834489342727541	0.05763425030905265	0.2532093559488054	0.06629641967284962	0.0579174889597196	0.6243044840576999	1.0	False	Adipose_Visceral_Omentum	200
chr17_81101636-ENSG00000175866.15_25	BAIAP2	343	3	0.3990821282205728	-0.04898088184188338	0.058006408334673264	0.6220908859536993	-0.028871133723403275	0.0585177166539021	0.7981642564411456	1.0	False	Adipose_Visceral_Omentum	200
chr17_81101636-ENSG00000175866.15_24	BAIAP2	344	3	0.41812979880682777	-0.04681435833752812	0.057743565284100434	0.09069219229762117	-0.0993920105045846	0.05857179546374184	0.8362595976136555	1.0	False	Adipose_Visceral_Omentum	200
chr17_81101636-ENSG00000175866.15_23	BAIAP2	344	3	0.33208573473061864	-0.05616517414303089	0.0578183120470976	0.3857161720989785	-0.04970164316319012	0.05721957157830361	0.6641714694612373	1.0	False	Adipose_Visceral_Omentum	200
chr17_81101636-ENSG00000175866.15_22	BAIAP2	344	3	0.1661483863786243	-0.07998802593056334	0.05763325654207091	0.5898947879980682	-0.03131256953311366	0.0580359456025358	0.3322967727572486	1.0	False	Adipose_Visceral_Omentum	200
chr17_78402398-ENSG00000087157.18_5	PGS1	314	16	0.8330964655562288	-0.010907943960681165	0.05171510916277707	0.1802478406624812	-0.07795508046252271	0.058034091580336775	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr17_78402398-ENSG00000087157.18_4	PGS1	314	16	0.3777581275510765	-0.05170204028498397	0.05852601760559325	0.706967165466396	-0.02243468888514752	0.0596181459057674	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr17_78129115-ENSG00000141524.15_17	TMC6	301	16	0.7485330761147623	0.01682156008953499	0.05242043702607195	0.4957583052328429	0.03990512501482396	0.0585042038932926	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr17_78129115-ENSG00000141524.15_16	TMC6	301	16	0.7036770441342277	0.02017088361088001	0.05297544719493424	0.8312425230919143	-0.012701182110420012	0.05954284555438082	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr17_78129115-ENSG00000141524.15_15	TMC6	301	16	0.7823413217360261	0.01453649501636716	0.05256548947146967	0.6923011089028225	0.02336985131021961	0.05899211107009456	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr17_78129115-ENSG00000141524.15_10	TMC6	301	16	0.33510717815550195	-0.04505565837124821	0.04666188571744373	0.2196835443316133	-0.07386564026052501	0.0600444103015953	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr17_78129115-ENSG00000141524.15_5	TMC6	301	16	0.14644123492491867	0.07833524965562133	0.053788809785445306	0.4138904906249672	-0.04815202103958297	0.058843151956112935	0.7322061746245934	1.0	False	Adipose_Visceral_Omentum	200
chr17_78129115-ENSG00000141524.15_4	TMC6	300	16	0.7475037802476171	0.018882898807378024	0.058595567566708286	0.3182335602650042	-0.05784890144938224	0.057853395456829486	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr17_40021072-ENSG00000008838.19_19	MED24	342	6	0.0035844423852597353	0.13915396259841384	0.04741732522024093	0.8707284029806213	-0.009550741520470273	0.05864172833697093	0.017922211926298674	0.30165880823682795	False	Adipose_Visceral_Omentum	200
chr17_39685490-ENSG00000161395.13_4	PGAP3	282	6	0.4904547814411638	0.04402923112176813	0.06375646994464454	0.36605191044676944	-0.05748515126717595	0.06348397843137568	0.9809095628823276	1.0	False	Adipose_Visceral_Omentum	200
chr17_39685490-ENSG00000161395.13_3	PGAP3	264	6	0.8222100058175663	0.014765730138466906	0.06563930317633003	0.8540749769094269	-0.01104989019889268	0.06001387082112241	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr16_67195891-ENSG00000205250.8_5	E2F4	334	8	0.6201431071483671	0.024499551761535808	0.04937925351387513	0.3002816817683974	0.06784753927048506	0.06539011090225637	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr16_67195891-ENSG00000205250.8_4	E2F4	334	8	0.8719697108962894	0.007908978945851724	0.04903523526271314	0.7089232859518424	-0.02386463549479332	0.0638691075375154	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr16_67195891-ENSG00000179044.15_6	EXOC3L1	332	8	0.977090219697091	0.0013764795183429327	0.04789309790454917	0.8155401295978354	-0.015104239815685231	0.0646899382856661	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr16_67195891-ENSG00000179044.15_4	EXOC3L1	334	8	0.9742430354996372	0.0019161846612291925	0.05929980459211188	0.531198345039654	0.04061692046094805	0.06479131782643588	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr16_67195891-ENSG00000179044.15_3	EXOC3L1	326	8	0.7540548086375924	0.019015352045618245	0.06063856521222411	0.8449824416106496	0.012695643039089969	0.0648749040234886	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr15_63071202-ENSG00000140416.19_15	TPM1	344	6	0.17596546881150252	0.034241477571653765	0.025246037369078857	0.6349810315372088	0.026701022125858	0.05619057342460233	0.7038618752460101	1.0	False	Adipose_Visceral_Omentum	200
chr15_63071202-ENSG00000140416.19_14	TPM1	344	6	0.3903808159917583	0.019753103339412062	0.02296590344865601	0.1629447222782954	-0.08058275165325439	0.05762142463806143	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr15_63071202-ENSG00000140416.19_13	TPM1	344	6	0.0093218017155406	0.0986336232084008	0.0377036224088303	0.5283941340142416	0.035836722686813934	0.05677961032414729	0.0372872068621624	0.4947175156595151	False	Adipose_Visceral_Omentum	200
chr15_63071202-ENSG00000140416.19_12	TPM1	344	6	0.040783320458453814	0.05262532998826661	0.025619343139217984	0.02941200388309425	0.1231708176933144	0.056298218602165225	0.16313328183381526	1.0	False	Adipose_Visceral_Omentum	200
chr15_63071202-ENSG00000140416.19_9	TPM1	344	6	0.6907787410343753	0.017520238205491603	0.04400278014044378	0.6262544390773406	0.027730520956226884	0.05688533524629906	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr15_63071202-ENSG00000140416.19_8	TPM1	344	6	0.7744422323068838	-0.012693451366466449	0.04425675907902479	0.7682404984960325	0.016765622902974443	0.05684613041673173	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr14_103425240-ENSG00000075413.17_6	MARK3	334	9	0.0837210837854329	0.09603020868140223	0.05534463419523234	0.4008088564459146	-0.047451756457404785	0.05639979655131355	0.1674421675708658	1.0	False	Adipose_Visceral_Omentum	200
chr12_123244433-ENSG00000130921.7_3	C12orf65	342	3	0.34770585052303205	0.043989375989357316	0.04677466566827178	0.3843193191956921	-0.04817496748541162	0.05529852079515212	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr12_102415239-ENSG00000017427.15_5	IGF1	341	4	0.5687445308366339	0.028471464158702067	0.049905888269489884	0.8721286579136414	0.009350291610460354	0.05804506517604854	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr12_51008215-ENSG00000110911.14_11	SLC11A2	308	11	0.7953914471975785	-0.01567384037796575	0.060385647571877664	0.011010751266492043	0.15491746798032954	0.06053011276014472	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr12_51008215-ENSG00000110911.14_10	SLC11A2	310	11	0.8365092880982993	-0.01236666731009478	0.05987230772173153	0.7097857164823462	0.023140547887279168	0.062119202959396214	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr12_51008215-ENSG00000110911.14_8	SLC11A2	310	11	0.4212164275426087	0.05033452966495019	0.062489759521442284	0.2271910093499465	0.07450311553094005	0.061559860136852676	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr12_51008215-ENSG00000110911.14_6	SLC11A2	258	11	0.393892937198608	0.05802546239041977	0.06793158110994553	0.7894963434129051	-0.018343648631841576	0.06863226258028975	1.0	1.0	False	Adipose_Visceral_Omentum	200
chr11_126411153-ENSG00000110080.18_17	ST3GAL4	323	4	0.041565443611863324	0.11617563457072973	0.05676098542215929	0.2283854073542495	0.06890183865204481	0.0570839219405492	0.08313088722372665	0.8016706719830875	False	Adipose_Visceral_Omentum	200
chr11_126411153-ENSG00000110080.18_16	ST3GAL4	323	4	0.03367314041916366	0.1211802537054894	0.056788278843358936	0.6476421329149531	-0.02716639932579033	0.05937916969013589	0.06734628083832732	0.7143008194057898	False	Adipose_Visceral_Omentum	200
chr11_126411153-ENSG00000110080.18_13	ST3GAL4	323	4	4.859932500070417e-16	-0.4202574954409777	0.048890639401066506	0.8032207733353991	0.014372467674242884	0.05762710477376452	4.859932500070417e-16	1.198172538828836e-13	True	Adipose_Visceral_Omentum	200
chr11_126411153-ENSG00000110080.18_12	ST3GAL4	323	4	0.7422316250752556	-0.01727186923541166	0.052464983735912615	0.6107134064158877	0.03019711384806969	0.05925682925360836	0.7422316250752556	1.0	False	Adipose_Visceral_Omentum	200
