str-isoform	gene_name	sample_n	GT_n	p_values	slope	error	shuffled_p	shuffled_slope	shuffled_error	BF_p	FDR_p	rej	Tissue	Sample_tshld
chr17_81101636-ENST00000435091.7	BAIAP2	440	3	0.0023482927566782236	0.11692884351709605	0.03819671804752869	0.021101096606295392	0.1159951459168854	0.05010538497625077	0.02113463481010401	0.5217806577987666	False	Adipose_Subcutaneous	200
chr17_81101636-ENST00000428708.6	BAIAP2	440	3	3.351783980739198e-06	-0.17776889284187075	0.037723966225812366	0.59390764987039	0.02668870659821584	0.05001662708437017	3.0166055826652778e-05	0.002003498818423432	True	Adipose_Subcutaneous	200
chr17_78402398-ENST00000591996.1	PGS1	389	17	0.3643672611444584	0.034360385900411725	0.037832750313542864	0.34379760994416586	0.04854352946652237	0.05121005306951585	0.7287345222889168	1.0	False	Adipose_Subcutaneous	200
chr17_78402398-ENST00000588281.5	PGS1	389	17	6.888655732679061e-09	-0.2539200843565381	0.042784900845468855	0.47177963244245	0.037344903747393264	0.05184333311886168	2.7554622930716242e-08	3.19305856846489e-06	True	Adipose_Subcutaneous	200
chr17_78402398-ENST00000592043.5	PGS1	389	17	0.03429680255547639	0.0959332731306985	0.04515347822006846	0.39168059292941737	-0.045537595878566636	0.05309885363337657	0.17148401277738196	1.0	False	Adipose_Subcutaneous	200
chr17_78402398-ENST00000589426.5	PGS1	389	17	0.013075700279597969	0.12531436240245306	0.050245774287033834	0.70306508473939	0.020172736587154613	0.052879103529694806	0.09152990195718576	1.0	False	Adipose_Subcutaneous	200
chr17_78402398-ENST00000262764.10	PGS1	389	17	0.2406562515659265	0.04931592453376039	0.04196109938880058	0.5568239945584956	-0.030909810524733843	0.05255771546129796	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_78129115-ENST00000591983.5	TMC8	376	16	0.10382707670747952	-0.08180538697755232	0.05016163920470166	0.995701011884716	0.0002899246680929668	0.05377071067978117	0.31148123012243856	1.0	False	Adipose_Subcutaneous	200
chr17_78129115-ENST00000590184.1	TMC8	376	16	0.02996345612528592	0.11485777617424635	0.052699412590150665	0.6878626443899793	-0.021129359368780902	0.05254860239514821	0.08989036837585772	1.0	False	Adipose_Subcutaneous	200
chr17_78129115-ENST00000589691.1	TMC8	376	16	0.6378120540275181	0.0208701259423342	0.04429403921482564	0.5100228673231796	-0.034861630580048535	0.052862346025914164	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_78129115-ENST00000318430.9	TMC8	376	16	0.1935659666627801	-0.06461416383355534	0.04960351792466966	0.9838010084704656	-0.0010939136627159255	0.053838637932923934	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_78129115-ENST00000591436.5	TMC6	376	16	0.11007573508162696	0.06897005931573492	0.0430543477813216	0.7475485901383521	0.017167821206329675	0.05329502843242785	0.5503786754081348	1.0	False	Adipose_Subcutaneous	200
chr17_78129115-ENST00000392467.7	TMC6	376	16	0.913320920317812	0.004941020998740531	0.04535975879410147	0.9849562960201405	0.0009996114762946904	0.05297604991730736	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_59721716-ENST00000262291.8	VMP1	435	7	0.3295434602163634	-0.03458102533431888	0.03542409429934019	0.9320215737105024	0.004286771228439236	0.05022324693490406	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_40021072-ENST00000491466.5	MED24	438	6	0.16809381501721438	-0.0441280245053778	0.03195852671801073	0.24377342693175105	-0.05977592937216052	0.05120951866152075	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_40021072-ENST00000394128.6	MED24	438	6	5.017034379109851e-05	-0.1622875140129707	0.039599142936909366	0.9858231131267988	-0.0009217121307401668	0.051840285529430936	0.0005017034379109852	0.024387401521094764	True	Adipose_Subcutaneous	200
chr17_40021072-ENST00000583218.5	CSF3	438	6	0.7323835754704289	0.017710096545275868	0.05175530634552634	0.6604459149455605	-0.022323533686681114	0.050779557403814034	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_40021072-ENST00000579852.1	CSF3	438	6	0.5877992212586676	-0.027387937400673558	0.050488881023917874	0.8814960561375801	0.007666503513707346	0.051395890585348006	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_40021072-ENST00000577675.1	CSF3	438	6	0.013927769387542472	0.12763086063075227	0.05167857811761034	0.5732950240104733	0.028762725405863436	0.05102877800863384	0.08356661632525482	1.0	False	Adipose_Subcutaneous	200
chr17_40021072-ENST00000479880.1	CSF3	438	6	0.21346253079885874	0.06450861594639377	0.05177124696491757	0.21403456518887	-0.0640351483794842	0.05145561746396755	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_40021072-ENST00000394149.7	CSF3	438	6	0.9352330717311346	0.0040108582162038395	0.04932650904372595	0.12190330489790174	0.07960109873325269	0.05135446258555959	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_40021072-ENST00000331769.6	CSF3	438	6	0.054634254661361716	-0.0980453057054146	0.050872498017035785	0.20645104034673	0.06478612860170127	0.051198838401405884	0.3278055279681703	1.0	False	Adipose_Subcutaneous	200
chr17_40021072-ENST00000225474.6	CSF3	438	6	0.10906010268927864	-0.08232702343204072	0.05126479792133115	0.4977657318554378	-0.03451906728449456	0.05086717214973281	0.6543606161356719	1.0	False	Adipose_Subcutaneous	200
chr17_39685490-ENST00000619169.4	PGAP3	360	6	0.38305291620017023	-0.04393105395110723	0.05029661166010002	0.3243456402732767	0.0545762300244852	0.05529350976382698	0.7661058324003405	1.0	False	Adipose_Subcutaneous	200
chr17_39685490-ENST00000309862.10	PGAP3	360	6	0.13290257666953806	0.062085850341380665	0.041213656747447286	0.4497234135780622	0.04180664521609395	0.05524360920166839	0.2658051533390761	1.0	False	Adipose_Subcutaneous	200
chr17_39685490-ENST00000300658.8	PGAP3	360	6	0.09526849503439899	-0.07906748368776757	0.04726119570028112	0.8343663349727464	0.011602796584603307	0.05544445372226692	0.19053699006879798	1.0	False	Adipose_Subcutaneous	200
chr17_39338536-ENST00000394294.7	FBXL20	430	3	0.9599837318703772	0.001953204786989557	0.03890442293867148	0.8003374257416824	0.013666359326238357	0.05400070418496241	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_39338536-ENST00000264658.10	FBXL20	430	3	0.6708767278194286	-0.017221501984482142	0.040496746057592285	0.6142634333476356	-0.02700282024525024	0.053535663367138976	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_7823348-ENST00000575105.1	DNAH2	380	6	0.5750945415594828	0.037075461144714106	0.06607797436469509	0.10292845512318946	0.10994669689999266	0.06724334000748841	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_7823348-ENST00000389173.6	DNAH2	380	6	0.8844087623208934	0.009621698829986735	0.06613404636038063	0.23964601846369754	-0.07876181622226036	0.0668685912202113	1.0	1.0	False	Adipose_Subcutaneous	200
chr17_2593585-ENST00000397195.9	PAFAH1B1	344	8	0.5749572041301227	-0.01648272589742797	0.029362779316516686	0.4672675417445934	-0.04091509851399744	0.05621678294629253	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENST00000477898.5	ELMO3	428	9	0.5217872173625704	0.033811293830782754	0.052734846148217406	0.8579572890836709	0.010012113562471128	0.05590540845884282	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENST00000561904.5	E2F4	428	9	0.19084686207747306	-0.054392190824085036	0.04151148123769305	0.1198550062518633	0.08762697675230463	0.05621779931959338	0.572540586232419	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENST00000379378.7	E2F4	428	9	0.3538289648913369	0.037585758434700266	0.04049036961741181	0.4154243082451853	-0.045355479984517014	0.05563516088196682	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENST00000564418.1	EXOC3L1	428	9	0.12213451783508344	0.08447388675060621	0.05452918843909102	0.4956889064700052	-0.03800082676588901	0.05572696127183463	0.3664035535052503	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENST00000564324.5	EXOC3L1	428	9	0.9117244925900914	-0.006093700777907586	0.05493105888311735	0.5366203325613697	-0.03444744331860563	0.055698337126179116	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENST00000563889.1	EXOC3L1	428	9	0.3588675523364277	-0.04988846462826208	0.05431042717352754	0.26180454194642283	-0.061843453249505936	0.05503462744955629	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENST00000545725.6	EXOC3L1	428	9	0.5649464065712138	0.03148568504686128	0.05466378665572338	0.6113499018091282	-0.02808575044418943	0.05522751318381629	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENST00000314586.10	EXOC3L1	428	9	0.968509408243562	0.001972162030839636	0.049924975145780766	0.5751136497798034	0.0312290735543878	0.055667201991886975	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENST00000393997.6	ELMO3	428	9	0.8485259743180149	-0.010524777525750569	0.055068090660687095	0.8768415136721457	-0.008689368725803476	0.056033925396645264	1.0	1.0	False	Adipose_Subcutaneous	200
chr16_67195891-ENST00000360833.5	ELMO3	428	9	0.6352530111183929	-0.026134235922683144	0.055053202253494214	0.6673516618991341	-0.023847783277055654	0.05544666200240159	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_98649031-ENST00000558762.5	IGF1R	351	4	0.046380914487443185	0.11181663443497092	0.05592022377408321	0.2801203697695642	-0.06164553717113332	0.056981196753993386	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_98649031-ENST00000268035.10	IGF1R	351	4	0.10800679273066156	-0.09052462659218967	0.05616811287896385	0.1247121179429368	0.08737573515786592	0.05676405029267734	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_74668728-ENST00000568176.5	EDC3	420	17	0.5324813557806618	-0.027084621159003952	0.04335100622796554	0.4076909352904301	0.044999394010547436	0.054291191045887456	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_74668728-ENST00000315127.8	EDC3	420	17	0.10921476864081762	-0.08090666649556075	0.05039739926680962	0.27554743670983023	-0.05909638882104555	0.05412269283206322	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_68286475-ENST00000566008.1	FEM1B	416	7	0.3888513998571505	0.037608880876088484	0.043595993918547835	0.2476970399774973	-0.05854413250543921	0.05056937128979677	0.3888513998571505	1.0	False	Adipose_Subcutaneous	200
chr15_68286475-ENST00000306917.4	FEM1B	416	7	0.4128770803784848	-0.035264759452989416	0.043020436724669237	0.01965542671098655	-0.11824249417271328	0.05047579570524922	0.8257541607569696	1.0	False	Adipose_Subcutaneous	200
chr15_67241039-ENST00000561452.5	AAGAB	390	21	0.4498771728007679	-0.034141928012038365	0.045135120969383734	0.41501539054131775	-0.04302099281868239	0.05271955727984222	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_67241039-ENST00000261880.9	AAGAB	390	21	0.05578759972514771	0.0766478841322959	0.0399447596844472	0.836783303895805	0.01092479566588014	0.052992421112769916	0.5020883975263294	1.0	False	Adipose_Subcutaneous	200
chr15_63071202-ENST00000404484.8	TPM1	440	6	0.01943146734346299	-0.0671316175857753	0.028611387406476545	0.6715313043685387	-0.02103540298589017	0.04957084290379662	0.17488320609116692	1.0	False	Adipose_Subcutaneous	200
chr15_63071202-ENST00000358278.7	TPM1	440	6	0.6950997117676821	-0.018826782403072003	0.04800085200590857	0.4804267363116605	-0.03491622342174985	0.0494384315903034	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_63071202-ENST00000267996.11	TPM1	440	6	0.6416235056996384	-0.01697275045536185	0.03643995993286811	0.3115607712067813	0.05090582753393666	0.050242929079865314	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_51223259-ENST00000559653.1	CYP19A1	441	3	0.6089482173665166	0.02529459154755176	0.04940683912338616	0.02113820877207016	-0.11351733552749632	0.049049734090211766	0.6089482173665166	1.0	False	Adipose_Subcutaneous	200
chr15_51223259-ENST00000559646.1	CYP19A1	441	3	0.17105195245679175	0.06640473278955154	0.0484277978389855	0.4984892162786111	0.033060159313573284	0.04879978648402358	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_51223259-ENST00000558066.1	CYP19A1	441	3	0.4615254540992804	0.035611394718579416	0.04831784745014472	0.1598965495712592	0.06915642956215078	0.0491185542609782	0.9230509081985608	1.0	False	Adipose_Subcutaneous	200
chr15_51223259-ENST00000557934.5	CYP19A1	441	3	0.4851674295848834	-0.03403169362277012	0.04871113532250576	0.39707290345025337	-0.04212150148826903	0.049686846486341474	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_51223259-ENST00000559878.5	CYP19A1	441	3	0.41196091016894254	-0.040860934627127185	0.04975289817892828	0.07338819177153423	0.08864595834628414	0.04938583240437198	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_51223259-ENST00000396404.8	CYP19A1	441	3	0.7446998719405264	-0.015733914947136475	0.048285248547267935	0.3890280465725871	0.0422986954305013	0.04905400187742155	1.0	1.0	False	Adipose_Subcutaneous	200
chr15_51223259-ENST00000396402.5	CYP19A1	441	3	0.05517706572975173	-0.0909954956317134	0.04732177491785704	0.8038597339074189	0.012210438965456151	0.04913374760860662	0.7173018544867724	1.0	False	Adipose_Subcutaneous	200
chr14_103425240-ENST00000440884.7	MARK3	428	9	0.7550816978504596	-0.011305819724624131	0.036218107262213486	0.970023010358556	-0.001859109508520484	0.049440592451155486	1.0	1.0	False	Adipose_Subcutaneous	200
chr14_103425240-ENST00000429436.6	MARK3	428	9	0.1787117247091548	0.05256552065111573	0.039021512343396035	0.3050492053261054	-0.051021195717201206	0.049680832790856	1.0	1.0	False	Adipose_Subcutaneous	200
chr14_103425240-ENST00000216288.11	MARK3	428	9	0.2606573921946416	0.05040991840182887	0.04475194992136621	0.421009225126994	0.040654413005967054	0.0504710983777978	1.0	1.0	False	Adipose_Subcutaneous	200
chr14_102482045-ENST00000359520.11	TECPR2	351	9	0.4784813343481494	0.035915550148392365	0.05061595804487533	0.3171526866036365	0.0566234393036806	0.05651759472097756	1.0	1.0	False	Adipose_Subcutaneous	200
chr14_64247333-ENST00000554520.1	ESR2	440	6	0.8345900066998697	0.01005677661048935	0.0481299792253801	0.0483260373434151	-0.0961072230186151	0.04853012626751185	1.0	1.0	False	Adipose_Subcutaneous	200
chr14_64247333-ENST00000557772.5	ESR2	440	6	1.5711937217427207e-05	-0.19909168448944445	0.04555488073803335	0.5536441859408501	-0.028708545010066606	0.048429298079002536	0.00014140743495684487	0.008006647824448723	True	Adipose_Subcutaneous	200
chr14_64247333-ENST00000555278.5	ESR2	440	6	0.01069585150912061	-0.1196528473929334	0.04666386952184528	0.8544913363599741	0.009004161155028209	0.04906748517547003	0.09626266358208548	1.0	False	Adipose_Subcutaneous	200
chr14_64247333-ENST00000554572.5	ESR2	440	6	0.16885044821137565	0.06372405818400703	0.04623310923142942	0.8299255162433812	-0.010599370851661648	0.04931472871677052	1.0	1.0	False	Adipose_Subcutaneous	200
chr14_64247333-ENST00000353772.7	ESR2	440	6	0.0015230164849419795	0.14251313853008765	0.04465259090337601	0.6039344848973871	0.02520801918964849	0.048556365963383835	0.015230164849419798	0.4073679418792469	False	Adipose_Subcutaneous	200
chr14_64247333-ENST00000556275.5	ESR2	440	6	0.675617671645053	-0.01926438373582204	0.04600466987419642	0.2555321643786372	0.0547621648333145	0.0480962663370282	1.0	1.0	False	Adipose_Subcutaneous	200
chr12_123244433-ENST00000429587.2	C12orf65	437	3	0.3249784175648229	0.04858410595715768	0.04930084661131519	0.08653750594855937	0.08710803369515199	0.050700881646005516	0.9749352526944688	1.0	False	Adipose_Subcutaneous	200
chr12_123244433-ENST00000543139.1	C12orf65	437	3	0.10352605635398557	0.07365995587862556	0.045145115435519405	0.8044139937665805	0.01264573869190275	0.0510322461086028	0.5176302817699278	1.0	False	Adipose_Subcutaneous	200
chr12_123244433-ENST00000366329.6	C12orf65	437	3	0.3952651414552493	0.04153987811106887	0.04881292038459654	0.23188067811013965	0.06072312286559695	0.05071663450685316	1.0	1.0	False	Adipose_Subcutaneous	200
chr12_123244433-ENST00000253233.5	C12orf65	437	3	0.0049315842527118394	-0.1397939862921574	0.04945289258497312	0.32735764064416195	-0.0504628051027222	0.05146001604183378	0.03452108976898287	0.74854189551238	False	Adipose_Subcutaneous	200
chr12_102415239-ENST00000307046.8	IGF1	434	4	0.9989375207379062	5.933328953061992e-05	0.04452983974477552	0.14873772411147174	0.07196088607559638	0.049739813484410735	1.0	1.0	False	Adipose_Subcutaneous	200
chr12_102415239-ENST00000456098.5	IGF1	434	4	0.6221128758307775	-0.02407132720830116	0.048803001092250095	0.7356419533828397	-0.01696451453566173	0.05021148512314642	1.0	1.0	False	Adipose_Subcutaneous	200
chr12_102415239-ENST00000424202.6	IGF1	434	4	0.32266365372947603	0.0419481378682828	0.04236320811300074	0.4274130537865453	0.039407950143974455	0.049605844630666265	1.0	1.0	False	Adipose_Subcutaneous	200
chr12_102415239-ENST00000337514.10	IGF1	434	4	0.6707687092285162	-0.01855636425136232	0.04362080469822721	0.05965936660180245	0.09412752005132602	0.04984044466487557	1.0	1.0	False	Adipose_Subcutaneous	200
chr12_65862275-ENST00000537429.5	HMGA2	375	9	0.4171965112525024	-0.04496278360933999	0.05535501605379882	0.6228766682613418	-0.02822138649134755	0.05733531201685582	1.0	1.0	False	Adipose_Subcutaneous	200
chr12_65862275-ENST00000403681.6	HMGA2	375	9	0.8162681438187841	0.012562286983915472	0.05402588662472605	0.5878553826968473	-0.031100378825937962	0.05733311575552829	1.0	1.0	False	Adipose_Subcutaneous	200
chr12_51008215-ENST00000549193.5	SLC11A2	394	13	0.6731804606063989	0.01903119682598317	0.0450841958661156	0.7734687155474216	0.015009675793244538	0.05210732726257693	1.0	1.0	False	Adipose_Subcutaneous	200
chr12_51008215-ENST00000262052.9	SLC11A2	394	13	0.7866229733395039	0.012566558423599005	0.04638879063628126	0.8422246312810633	0.010552250477302858	0.05297587265749596	1.0	1.0	False	Adipose_Subcutaneous	200
chr12_51008215-ENST00000546636.5	SLC11A2	394	13	0.00016201061052565228	0.16992200569001065	0.044582711633565836	0.404827184910005	-0.04366347749576198	0.05235470287594941	0.0016201061052565227	0.06578185100472364	True	Adipose_Subcutaneous	200
chr12_51008215-ENST00000262051.11	SLC11A2	394	13	0.01661432076306857	-0.08665080427499597	0.036011878423990236	0.4463134924877245	-0.04003118503918928	0.0525070868718367	0.16614320763068569	1.0	False	Adipose_Subcutaneous	200
chr11_128460072-ENST00000535549.5	ETS1	417	15	0.6384322689590526	-0.014058850376094929	0.029895921292901938	0.16220853982380856	-0.0694101487462804	0.04956687173680529	1.0	1.0	False	Adipose_Subcutaneous	200
chr11_128460072-ENST00000392668.8	ETS1	417	15	0.8806139767288043	0.005924847663485604	0.03942291958895506	0.047182068333171685	0.09908430157036374	0.04976697068277603	1.0	1.0	False	Adipose_Subcutaneous	200
