chrom	start	fraction_concordant_seq	fraction_concordant_len	fraction_concordant_len_sum	balanced_accuracy	len_sum_frequencies	len_sum_accuracies	mean_absolute_difference	r	dosage_r	numcalls	n_missing_only_vcf1	n_missing_only_vcf2	n_missing_both
1	27163952	0.958475895851131	0.9587030565219758	0.9587682413183688	0.5959507128858401	{56.0: 0.00012099640539845629, 60.0: 0.007637898090777553, 64.0: 0.13222386351605472, 67.0: 5.041516891602345e-06, 68.0: 0.6951949302506139, 72.0: 0.11663549328722025, 76.0: 0.043543581392769454, 80.0: 0.003917258624775022, 84.0: 0.0007058123648243283, 88.0: 1.5124550674807036e-05}	{56.0: 0.0, 60.0: 0.8546825172877549, 64.0: 0.974333575311225, 67.0: 0.0, 68.0: 0.9852664778261517, 72.0: 0.8239095825960396, 76.0: 0.9020924295997599, 80.0: 0.6472768108510296, 84.0: 0.7719457353864398, 88.0: 0.0}	0.21095782864102558	0.9220711721550678	0.9435564930403225	198353	1100	0	0
1	27247247	0.9418699577766003	0.9642806872235049	0.9643204343494135	0.3026205997578474	{54.0: 0.00011135350181455592, 55.0: 5.061522809752542e-06, 56.0: 1.0123045619505084e-05, 61.0: 0.0015538875025940305, 62.0: 0.0001670302527218339, 63.0: 0.0002733222317266373, 64.0: 2.0246091239010168e-05, 65.0: 1.5184568429257627e-05, 66.0: 1.5184568429257627e-05, 67.0: 0.0005263983722142644, 68.0: 0.7057787405918945, 69.0: 0.134403676690169, 70.0: 0.09973730696617385, 71.0: 0.04717845410970344, 72.0: 0.006387641785907708, 73.0: 0.002631991861071322, 74.0: 0.0005567675090727796, 75.0: 0.0005112138037850067, 76.0: 6.073827371703051e-05, 77.0: 4.0492182478020336e-05, 78.0: 1.0123045619505084e-05, 83.0: 5.061522809752542e-06}	{54.0: 0.0, 55.0: 0.0, 56.0: 0.0, 61.0: 0.0, 62.0: 0.0, 63.0: 0.0, 64.0: 0.0, 65.0: 0.0, 66.0: 9.999999504846831e-05, 67.0: 0.0004759615358824914, 68.0: 0.9839038921746666, 69.0: 0.8936205190348279, 70.0: 0.9614383465617297, 71.0: 0.9529419372987497, 72.0: 0.9199537742534644, 73.0: 0.9573996470524714, 74.0: 0.9878191167658026, 75.0: 0.0, 76.0: 0.0, 77.0: 0.0, 78.0: 0.0, 83.0: 0.0}	0.054770942519304665	0.9024847787659005	0.9091693014044069	197569	1884	0	0
1	29090379	0.97543899017673	0.9756024325111897	0.975634487463118	0.4864556466410305	{27.0: 1.0046212577858147e-05, 29.0: 5.023106288929073e-06, 31.0: 0.00046212577858147476, 32.0: 0.18152501506931887, 33.0: 0.37697910387783806, 34.0: 0.30939320876029736, 35.0: 0.11413502109704642, 36.0: 0.017435201928872816, 37.0: 4.5207956600361664e-05, 38.0: 1.0046212577858147e-05}	{27.0: 0.0, 29.0: 0.0, 31.0: 0.00010869564974437591, 32.0: 0.9742554113744281, 33.0: 0.9777958497923888, 34.0: 0.9772160981047264, 35.0: 0.9730089849593795, 36.0: 0.9621714265296384, 37.0: 0.0, 38.0: 0.0}	0.02548320825688269	0.98514656869568	0.9894008498758466	199080	373	0	0
1	39310121	0.9706821092763139	0.9713783538016036	0.9714082214544485	0.48081292878007065	{30.0: 4.238006441769791e-05, 31.0: 0.0033359164991645074, 32.0: 0.8028782118034534, 33.0: 0.18580025670210448, 34.0: 0.007906909161359069, 35.0: 3.632576950088393e-05}	{30.0: 0.021557143756321503, 31.0: 0.053783485709863646, 32.0: 0.982941799627017, 33.0: 0.9425940105294065, 34.0: 0.8740011332813324, 35.0: 0.009999999776482582}	0.02881964020776547	0.9215963558778205	0.9429539688782382	165172	34281	0	0
1	43429968	0.9348836433338765	0.9348970186823835	0.9350899699817203	0.5919596043003688	{33.0: 2.83376028654984e-05, 34.0: 5.66752057309968e-06, 35.0: 9.068032916959488e-05, 36.0: 0.0001983632200584888, 37.0: 0.0009691460180000453, 38.0: 0.04702341819500805, 39.0: 0.02163292602752148, 40.0: 0.3016877876266691, 41.0: 0.10535353993334996, 42.0: 0.37500283376028654, 43.0: 0.13799845843440411, 44.0: 0.009736800344585251, 45.0: 0.0001983632200584888, 46.0: 7.367776745029584e-05}	{33.0: 0.0, 34.0: 0.0, 35.0: 0.0, 36.0: 0.3165571485246931, 37.0: 0.5190848029597815, 38.0: 0.9642991806398747, 39.0: 0.66046786394955, 40.0: 0.965757886492308, 41.0: 0.7921557416003627, 42.0: 0.9617648579309227, 43.0: 0.9475732041609808, 44.0: 0.8728428459071692, 45.0: 0.45007716710014006, 46.0: 0.8368537609393781}	0.08325547044737543	0.9632715559603446	0.9756126575194632	176444	23009	0	0
1	45792146	0.6666892744590496	0.6668922525217471	0.6726534902429117	0.39034525216482685	{54.0: 5.052699657426963e-06, 56.0: 5.052699657426963e-05, 58.0: 8.08431945188314e-05, 60.0: 7.073779520397748e-05, 62.0: 0.00022231878492678638, 64.0: 0.00886748789878432, 66.0: 0.04417575310488394, 68.0: 0.06407328435583132, 70.0: 0.015734106733227563, 72.0: 0.08083814181917398, 74.0: 0.20037996301423852, 76.0: 0.08603736976666633, 78.0: 0.04611598977333589, 80.0: 0.1369635296138727, 82.0: 0.1135038451044393, 84.0: 0.06700385015713896, 86.0: 0.028608385460351465, 88.0: 0.016017057914043474, 90.0: 0.037415240963246665, 92.0: 0.030341461442848914, 94.0: 0.011393837727497802, 96.0: 0.00391078953484847, 98.0: 0.0018391826753034147, 100.0: 0.002748668613640268, 102.0: 0.0022484513475549985, 104.0: 0.0009398021362814152, 106.0: 0.00023747688389906728, 108.0: 0.00012126479177824712, 110.0: 2.5263498287134815e-05, 112.0: 2.021079862970785e-05, 114.0: 1.0105399314853926e-05}	{54.0: 0.0, 56.0: 0.0, 58.0: 0.0, 60.0: 0.17597142713410513, 62.0: 0.13463863053105096, 64.0: 0.7988045078736764, 66.0: 0.8823497228100857, 68.0: 0.9019754580676312, 70.0: 0.41243027265476123, 72.0: 0.7479822312699004, 74.0: 0.810921762255179, 76.0: 0.6014395222559423, 78.0: 0.4810574612076365, 80.0: 0.703037727944525, 82.0: 0.5990101304880558, 84.0: 0.5389177768840463, 86.0: 0.4505452442741866, 88.0: 0.2928915476385351, 90.0: 0.5566428552712153, 92.0: 0.5880975873940791, 94.0: 0.4250711691353115, 96.0: 0.2065028417326067, 98.0: 0.14122967405633613, 100.0: 0.4119728108155815, 102.0: 0.5461276349832639, 104.0: 0.44914945500392106, 106.0: 0.15239786562767432, 108.0: 0.06403749994933605, 110.0: 0.0, 112.0: 0.027499999850988388, 114.0: 0.0}	1.2087895011242626	0.9322122070051531	0.9584984857599963	197914	1539	0	0
1	46406294	0.9784505859122262	0.9784864155293749	0.9785203485859022	0.7167179728098104	{30.0: 2.5629196780972886e-05, 31.0: 0.0034291865292941717, 32.0: 0.47621610538725717, 33.0: 0.08767235634835205, 34.0: 0.341939617612384, 35.0: 0.031554667076733815, 36.0: 0.05898815931108719, 37.0: 0.00017427853811061562}	{30.0: 0.6455800056457519, 31.0: 0.2532517300592944, 32.0: 0.9873643361607815, 33.0: 0.9323783319502705, 34.0: 0.9877766804604421, 35.0: 0.9390199697195825, 36.0: 0.9883727284823601, 37.0: 0.0}	0.022444467640678253	0.9917576996902108	0.9937268941625254	195090	4363	0	0
1	47672367	0.6323740993283732	0.6325533161063279	0.6394909235332097	0.39199080399259284	{56.0: 5.053057099545225e-06, 58.0: 5.053057099545225e-06, 60.0: 5.053057099545225e-06, 62.0: 0.00025265285497726126, 64.0: 0.0004951995957554321, 66.0: 0.0033804951995957556, 68.0: 0.08544214249621021, 70.0: 0.12618494188984336, 72.0: 0.0704699343102577, 74.0: 0.05523496715512885, 76.0: 0.141788782213239, 78.0: 0.13586154623547247, 80.0: 0.07657402728650833, 82.0: 0.07961091460333501, 84.0: 0.08214754926730672, 86.0: 0.04530570995452249, 88.0: 0.031455280444669026, 90.0: 0.03274381000505306, 92.0: 0.016776149570490145, 94.0: 0.008024254674077818, 96.0: 0.005548256695300657, 98.0: 0.0019656392117230925, 100.0: 0.0004598281960586155, 102.0: 0.00011622031328954017, 104.0: 0.00012632642748863063, 106.0: 1.5159171298635675e-05, 110.0: 5.053057099545225e-06}	{56.0: 0.0, 58.0: 0.0, 60.0: 0.0, 62.0: 0.007283999808132647, 64.0: 0.01815918393965278, 66.0: 0.2601672614992823, 68.0: 0.7207689278050015, 70.0: 0.7238983252665736, 72.0: 0.6295459939357106, 74.0: 0.5499488852888158, 76.0: 0.7010707755430374, 78.0: 0.6527486167764084, 80.0: 0.5396345462487045, 82.0: 0.625637854482968, 84.0: 0.666403067200758, 86.0: 0.5219544825252588, 88.0: 0.5380273730542705, 90.0: 0.6288540720125986, 92.0: 0.48052786197849967, 94.0: 0.4381093919876568, 96.0: 0.5677887204041929, 98.0: 0.45567944243755, 100.0: 0.23472527416607178, 102.0: 0.08910434842919526, 104.0: 0.5307799696922302, 106.0: 0.0029333333174387617, 110.0: 0.0}	1.430279286366202	0.8991506779769122	0.9408195387051733	197900	1553	0	0
1	56940679	0.9303453240634297	0.9306949508196802	0.9311022252122849	0.30217926840577936	{30.0: 6.010410030172258e-06, 31.0: 1.8031230090516776e-05, 32.0: 1.2020820060344516e-05, 33.0: 6.010410030172258e-06, 34.0: 1.2020820060344516e-05, 35.0: 6.010410030172258e-06, 36.0: 1.2020820060344516e-05, 37.0: 6.010410030172258e-06, 38.0: 1.2020820060344516e-05, 39.0: 3.005205015086129e-05, 40.0: 3.606246018103355e-05, 41.0: 0.0017971125990215052, 42.0: 0.3067953695801128, 43.0: 0.38463618988087367, 44.0: 0.16612172282393106, 45.0: 0.09858274531488538, 46.0: 0.033441921407878446, 47.0: 0.00628087848153001, 48.0: 0.0021757684309223575, 49.0: 1.2020820060344516e-05}	{30.0: 0.0, 31.0: 0.0, 32.0: 0.0, 33.0: 0.0, 34.0: 0.0, 35.0: 0.0, 36.0: 0.0, 37.0: 0.0, 38.0: 0.0, 39.0: 0.0, 40.0: 0.0, 41.0: 0.06581303923247525, 42.0: 0.9622689202614128, 43.0: 0.9561254602411889, 44.0: 0.9017623722355821, 45.0: 0.8552189067550301, 46.0: 0.8277259034681784, 47.0: 0.7313743481795754, 48.0: 0.7432964177421443, 49.0: 0.0}	0.07695661916884436	0.9602329149552792	0.9749510659856243	166378	33075	0	0
1	61922332	0.9567833013334506	0.9614062468619571	0.9614225742730683	0.29026209217084115	{54.0: 5.019803123321503e-06, 57.0: 8.031684997314405e-05, 59.0: 2.0079212493286014e-05, 60.0: 0.006099060794835627, 62.0: 5.5217834356536535e-05, 63.0: 0.13227181229952162, 66.0: 0.859852116599987, 69.0: 0.0015511191651063445, 72.0: 6.525744060317954e-05}	{54.0: 0.0, 57.0: 0.0, 59.0: 0.0, 60.0: 0.7170868296682098, 62.0: 0.0, 63.0: 0.8701978636421334, 66.0: 0.9790929031886928, 69.0: 0.04598123303853416, 72.0: 0.0}	0.1183144837409396	0.8505208408997142	0.9307466125361427	199211	242	0	0
1	65440770	0.9865665731647129	0.9865766113096637	0.9865766113096637	0.687151073774947	{23.0: 0.00045171652278658904, 24.0: 0.7479522184300341, 25.0: 0.12393595663521381, 26.0: 0.11481630194740013, 27.0: 0.008999196948403934, 28.0: 0.0038345713712106, 29.0: 1.003814495081309e-05}	{23.0: 0.0, 24.0: 0.9925203996725316, 25.0: 0.9857238687963189, 26.0: 0.957926147695729, 27.0: 0.945084290469883, 28.0: 0.9288028097901668, 29.0: 0.0}	0.022827474400165207	0.9633596640942848	0.9787590223071578	199240	213	0	0
1	66166913	0.9629315651800008	0.9638578127737748	0.9638579633133161	0.7133719494277377	{56.0: 0.4243563173978714, 57.0: 0.4518097379104088, 58.0: 0.12382892670222749, 59.0: 5.017989492330003e-06}	{56.0: 0.993934874849056, 57.0: 0.9506926354485141, 58.0: 0.9088602874133809, 59.0: 0.0}	0.036402372564016544	0.9602141242969989	0.9757061335652427	199283	170	0	0
1	78526585	0.9668149840071676	0.9669648535874265	0.967013459678842	0.5991293062572527	{21.0: 5.025807521623537e-06, 22.0: 0.020836997984651183, 23.0: 0.1659320611339227, 24.0: 0.4378533770913642, 25.0: 0.3081473365733039, 26.0: 0.06709453041367422, 27.0: 0.0001256451880405884, 28.0: 5.025807521623537e-06}	{21.0: 0.0, 22.0: 0.925449663926827, 23.0: 0.9491262877279197, 24.0: 0.9696683303609347, 25.0: 0.9745320629393441, 26.0: 0.9742581051029962, 27.0: 0.0, 28.0: 0.0}	0.03452682073862901	0.9756259768948802	0.9839796079029175	198973	480	0	0
1	93858126	0.9867244394939697	0.9868005994751987	0.9868119301309002	0.7189684981938962	{20.0: 0.035843717170904815, 21.0: 0.06921944035346098, 22.0: 0.2734999773809105, 23.0: 0.22824671897540552, 24.0: 0.3884853755020181, 25.0: 0.004674611831291751, 26.0: 3.0158786008333878e-05}	{20.0: 0.9908443328425185, 21.0: 0.987211966893744, 22.0: 0.9917397612615043, 23.0: 0.9867552239834643, 24.0: 0.9938956262374338, 25.0: 0.08208257613643524, 26.0: 0.000250000002173086}	0.014058687997675668	0.9937443401517615	0.9945005104504374	198947	506	0	0
1	110354014	0.8989240292187836	0.9115804208155993	0.911646153900229	0.21815086345763535	{58.0: 5.069220201856348e-06, 63.0: 1.5207660605569045e-05, 64.0: 1.0138440403712696e-05, 65.0: 0.00011659206464269602, 66.0: 6.083064242227618e-05, 67.0: 0.00015207660605569045, 69.0: 1.5207660605569045e-05, 70.0: 0.11972484272744324, 71.0: 0.13105454987859216, 72.0: 0.3457968560696308, 73.0: 0.18798189274543897, 74.0: 0.21400726926176947, 75.0: 0.0009580826181508498, 76.0: 5.069220201856348e-06, 77.0: 1.0138440403712696e-05, 78.0: 1.0138440403712696e-05, 79.0: 5.069220201856348e-06, 80.0: 5.069220201856348e-06, 93.0: 5.069220201856348e-06, 94.0: 2.0276880807425393e-05, 95.0: 4.0553761614850786e-05}	{58.0: 0.0, 63.0: 0.0, 64.0: 0.0, 65.0: 0.0, 66.0: 0.0, 67.0: 0.0, 69.0: 0.0, 70.0: 0.9147189445020747, 71.0: 0.9417514300081702, 72.0: 0.9087326196187872, 73.0: 0.9281658999162975, 74.0: 0.8877992385650123, 75.0: 0.0, 76.0: 0.0, 77.0: 0.0, 78.0: 0.0, 79.0: 0.0, 80.0: 0.0, 93.0: 0.0, 94.0: 0.0, 95.0: 0.0}	0.15246599709601452	0.8993746625628368	0.9460093692745966	197269	2184	0	0
1	115179704	0.9979182108381658	0.9979537241835736	0.9979587975186319	0.7854991635309704	{30.0: 5.073335058267253e-05, 31.0: 0.00041601347477791475, 32.0: 0.0011364270530518647, 34.0: 0.002003967348015565, 35.0: 0.02003967348015565, 36.0: 0.052422771157075526, 37.0: 2.5366675291336264e-05, 38.0: 0.020699207037730392, 39.0: 0.22850301102435708, 40.0: 0.6721610885347701, 41.0: 0.000862466959905433, 42.0: 0.0016386872238203227, 43.0: 5.073335058267253e-06, 44.0: 3.551334540787077e-05}	{30.0: 0.9970000267028809, 31.0: 0.9906097970357755, 32.0: 0.9981696265084403, 34.0: 0.9983543685719937, 35.0: 0.9975265773338609, 36.0: 0.9994212262895578, 37.0: 0.0, 38.0: 0.9953088498583027, 39.0: 0.9977573320243118, 40.0: 0.9993420444338775, 41.0: 0.058823529411764705, 42.0: 0.9646749112628192, 43.0: 0.0, 44.0: 1.0}	0.002676713823362316	0.9981461249899268	0.9985023747995969	197109	2344	0	0
1	117877078	0.9607340663023284	0.9611423916876232	0.961242710593084	0.5936913551393802	{32.0: 0.00020319581868159778, 33.0: 0.014280150590678956, 34.0: 0.2701036863108106, 35.0: 0.021352493946457902, 36.0: 0.5037506561531645, 37.0: 0.00887852841072648, 38.0: 0.1793372429714002, 39.0: 0.0017836077417606917, 40.0: 0.0003047937280223967, 41.0: 5.64432829671105e-06}	{32.0: 0.6397917005750868, 33.0: 0.8228062755976742, 34.0: 0.9780044355097496, 35.0: 0.5912176539322316, 36.0: 0.980333507134906, 37.0: 0.2468829045305473, 38.0: 0.9809606564712406, 39.0: 0.2742404940072447, 40.0: 0.4226759236351225, 41.0: 0.0}	0.050167330450289385	0.9805222752646319	0.9882718106591946	177169	22284	0	0
